Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP▼
373,Marcus Landry\landrma01,SF,24,TOT,18,111,7.2,.487,.651,.116,5.0,14.6,9.7,0.0,0.5,1.3,11.7,20.9,,-0.1,0.0,-0.1,-0.034,,-5.0,-6.8,-11.8,-0.3
374,Cartier Martin\martica01,SF,25,TOT,18,390,9.0,.473,.360,.221,7.1,12.6,9.8,6.2,1.4,0.2,11.3,18.8,,-0.1,0.2,0.1,.011,,-2.1,-2.5,-4.6,-0.3
375,Jodie Meeks\meeksjo01,SG,22,TOT,60,719,10.8,.493,.493,.146,1.4,14.9,7.9,8.7,1.3,0.5,8.1,19.6,,0.1,0.8,0.9,.060,,-2.0,-1.7,-3.7,-0.3
376,Adam Morrison\morriad01,SF,25,LAL,31,241,7.4,.418,.247,.094,4.7,10.1,7.4,11.3,0.6,0.6,10.2,18.3,,-0.2,0.2,0.0,.009,,-4.4,-1.8,-6.2,-0.3
377,Steve Novak\novakst01,SF,26,LAC,54,362,8.3,.505,.657,.083,0.3,10.3,5.3,2.6,1.0,0.4,1.8,14.2,,0.2,0.1,0.3,.043,,-2.2,-3.2,-5.4,-0.3
378,Sergio Rodriguez\rodrise01,PG,23,TOT,66,1048,14.8,.554,.259,.265,2.6,7.2,4.8,32.2,2.4,0.4,22.5,21.6,,0.6,0.6,1.2,.053,,-0.7,-2.5,-3.2,-0.3
379,Brian Skinner\skinnbr01,PF,33,LAC,16,123,5.5,.456,.000,.320,8.4,17.1,12.7,0.0,1.3,2.4,19.7,13.1,,-0.1,0.1,0.0,-0.006,,-7.9,-2.5,-10.4,-0.3
380,Jermaine Taylor\tayloje02,SG,23,HOU,31,303,11.4,.460,.185,.387,7.7,9.8,8.7,8.4,1.7,0.7,12.0,23.1,,-0.1,0.2,0.1,.015,,-3.5,-1.9,-5.5,-0.3
381,Jamaal Tinsley\tinslja01,PG,31,MEM,38,589,7.8,.438,.279,.193,2.2,10.9,6.5,25.4,2.9,0.6,29.3,16.0,,-0.8,0.5,-0.3,-0.027,,-3.9,-0.2,-4.1,-0.3
382,Hakim Warrick\warriha01,PF,27,TOT,76,1557,15.6,.547,.013,.498,9.0,13.9,11.4,5.6,0.8,0.9,10.7,21.8,,2.2,1.8,4.0,.124,,-1.6,-1.1,-2.8,-0.3
383,Chris Wilcox\wilcoch01,PF,27,DET,34,441,12.0,.532,.000,.433,11.4,21.4,16.1,4.9,1.6,2.3,21.0,18.9,,-0.2,0.4,0.2,.022,,-4.0,-0.5,-4.5,-0.3
384,Jawad Williams\willija04,PG,26,CLE,54,742,8.2,.496,.451,.218,2.7,10.2,6.7,6.8,0.8,0.5,7.4,15.3,,0.3,0.7,1.1,.069,,-2.0,-1.5,-3.5,-0.3
385,Sean Williams\willise01,PF,23,NJN,20,227,7.0,.453,.020,.388,10.2,13.3,11.7,0.7,1.9,6.2,25.9,15.6,,-0.4,0.3,-0.2,-0.036,,-7.8,1.2,-6.6,-0.3
386,Antoine Wright\wrighan01,SF,25,TOR,67,1392,8.6,.502,.434,.193,3.3,12.6,8.1,7.4,1.1,0.6,11.8,16.1,,0.1,0.2,0.3,.011,,-1.0,-1.7,-2.7,-0.3
387,David Andersen\anderda03,C,29,HOU,63,891,12.1,.497,.229,.197,6.7,20.6,13.4,8.1,0.9,1.0,9.1,20.2,,0.4,0.9,1.3,.070,,-2.5,-1.3,-3.8,-0.4
388,DeMarre Carroll\carrode01,SF,23,MEM,71,795,8.5,.426,.027,.239,7.8,14.3,11.0,5.9,1.8,0.9,8.9,14.8,,-0.1,0.6,0.5,.031,,-3.4,-0.7,-4.1,-0.4
389,Daequan Cook\cookda02,SG,22,MIA,45,691,7.5,.422,.498,.099,1.5,12.3,7.0,9.8,1.1,1.2,8.3,19.6,,-0.7,0.8,0.1,.010,,-3.4,-1.1,-4.5,-0.4
390,Ricky Davis\davisri01,SF,30,LAC,36,499,8.5,.504,.294,.217,2.3,11.0,6.6,12.3,1.1,0.4,15.6,16.8,,-0.1,0.2,0.1,.005,,-3.4,-1.8,-5.1,-0.4
391,Luther Head\headlu01,SG,27,IND,47,813,11.5,.530,.338,.186,0.8,10.0,5.4,14.8,1.1,0.8,13.8,21.2,,-0.1,0.6,0.6,.034,,-2.2,-1.9,-4.1,-0.4
392,Ryan Hollins\holliry01,C,25,MIN,73,1223,11.0,.600,.003,.521,7.1,11.9,9.5,6.4,0.8,2.3,20.3,16.6,,0.8,0.5,1.2,.048,,-2.6,-0.7,-3.3,-0.4
393,Eddie House\houseed01,PG-SG,31,TOT,68,1217,10.5,.495,.499,.114,1.3,9.3,5.3,11.0,1.7,0.5,9.0,20.0,,0.0,1.1,1.1,.042,,-1.4,-1.8,-3.2,-0.4
394,Steven Hunter\huntest01,C,28,MEM,21,158,11.6,.450,.000,.837,13.3,17.8,15.5,0.0,0.3,4.8,13.3,18.8,,-0.1,0.1,0.1,.018,,-6.6,-4.2,-10.9,-0.4
395,Zydrunas Ilgauskas\ilgauzy01,C,34,CLE,64,1339,11.9,.491,.053,.231,10.7,19.6,15.3,5.6,0.5,2.9,11.6,19.0,,0.5,2.0,2.5,.088,,-3.3,0.2,-3.2,-0.4
396,Eric Maynor\maynoer01,PG,22,TOT,81,1269,11.8,.478,.193,.196,2.0,9.6,5.9,31.5,1.6,0.6,17.5,17.1,,0.5,1.4,1.9,.071,,-2.0,-1.4,-3.3,-0.4
397,Dominic McGuire\mcguido01,SF,24,TOT,51,307,3.8,.345,.000,.135,8.5,21.3,14.8,5.1,0.8,1.0,23.6,10.6,,-0.5,0.3,-0.2,-0.038,,-7.1,0.2,-6.9,-0.4
398,Ronald Murray\murraro01,SG,30,TOT,75,1673,11.7,.485,.324,.284,2.0,10.6,6.4,14.0,1.4,0.8,10.6,23.6,,-0.2,2.0,1.8,.051,,-1.7,-1.3,-3.0,-0.4
399,Joe Smith\smithjo02,PF,34,ATL,64,592,11.2,.453,.036,.249,12.9,18.1,15.5,5.3,0.5,2.4,9.3,18.4,,0.3,0.6,0.9,.077,,-3.5,-1.4,-4.9,-0.4
400,Darius Songaila\songada01,C,31,NOH,75,1410,11.6,.522,.012,.152,4.8,14.7,9.7,7.9,2.3,0.8,13.5,19.5,,0.0,1.2,1.3,.044,,-3.1,0.0,-3.1,-0.4
401,DaJuan Summers\summeda01,SF,22,DET,44,405,7.5,.457,.323,.292,3.9,9.9,6.7,6.3,1.1,1.5,9.8,18.5,,-0.1,0.1,0.0,.002,,-3.3,-2.5,-5.8,-0.4
402,Jeff Teague\teaguje01,PG,21,ATL,71,719,11.0,.459,.141,.216,0.8,10.2,5.4,25.1,2.5,1.2,16.7,19.1,,-0.2,0.8,0.6,.042,,-3.5,-0.7,-4.2,-0.4
403,Etan Thomas\thomaet01,C,31,OKC,23,321,6.9,.483,.000,.324,6.6,16.0,11.4,0.5,0.6,3.7,18.8,13.4,,-0.2,0.4,0.2,.028,,-6.5,-0.2,-6.7,-0.4
404,Al Thornton\thornal01,SF,26,TOT,75,2079,11.8,.523,.046,.312,6.4,10.0,8.2,7.1,1.1,1.3,11.7,19.0,,1.2,1.0,2.2,.050,,-1.9,-0.8,-2.7,-0.4
405,Earl Clark\clarkea01,PF,22,PHO,51,383,8.5,.420,.033,.238,5.6,12.3,9.1,7.8,0.9,2.4,12.1,21.9,,-0.5,0.2,-0.3,-0.033,,-5.8,-1.1,-6.9,-0.5
406,Mardy Collins\collima01,SG,25,LAC,43,470,5.7,.404,.133,.164,3.2,9.2,6.2,14.1,2.5,0.2,18.9,16.3,,-0.8,0.3,-0.5,-0.049,,-5.7,-0.4,-6.2,-0.5
407,Keyon Dooling\doolike01,PG,29,NJN,53,971,11.6,.519,.485,.188,0.9,5.7,3.2,24.0,1.8,0.0,14.4,19.4,,0.4,0.3,0.7,.035,,-0.4,-3.8,-4.2,-0.5
408,Chris Duhon\duhonch01,PG,27,NYK,67,2072,10.7,.501,.572,.211,1.5,8.4,4.9,25.9,1.5,0.1,18.2,13.1,,1.5,0.5,1.9,.045,,-0.9,-2.0,-2.9,-0.5
409,Willie Green\greenwi01,SG,28,PHI,73,1553,12.8,.538,.250,.210,1.5,8.4,4.9,15.8,1.1,0.6,10.1,19.4,,1.8,0.3,2.2,.067,,-0.3,-3.0,-3.3,-0.5
410,Allen Iverson*\iversal01,SG-PG,34,TOT,28,865,13.4,.515,.079,.415,2.1,8.7,5.4,21.0,1.2,0.2,14.6,23.0,,0.5,0.2,0.7,.037,,-1.4,-2.8,-4.2,-0.5
411,DeAndre Jordan\jordade01,C,21,LAC,70,1137,12.7,.571,.008,.538,12.4,23.6,17.9,2.9,0.7,4.0,20.3,14.7,,0.2,1.2,1.5,.061,,-3.9,0.3,-3.7,-0.5
412,Jason Kapono\kaponja01,SF,28,PHI,57,976,8.4,.527,.568,.050,1.7,6.4,4.0,6.1,1.1,0.5,10.0,15.9,,0.3,0.1,0.5,.023,,-1.0,-3.1,-4.1,-0.5
413,Jamaal Magloire\magloja01,C,31,MIA,36,359,9.4,.470,.000,1.054,13.5,26.0,19.8,0.4,1.3,2.5,17.2,13.0,,-0.1,0.7,0.6,.078,,-6.1,-0.9,-7.0,-0.5
414,Andres Nocioni\nocioan01,SF,30,SAC,75,1477,11.1,.504,.424,.169,2.5,14.9,8.6,8.0,1.1,1.3,9.6,20.9,,0.4,1.0,1.3,.044,,-1.5,-1.9,-3.4,-0.5
415,Leon Powe\powele01,SF,26,CLE,20,236,10.2,.515,.000,1.286,10.1,20.2,15.4,0.0,1.3,0.7,12.5,17.3,,0.1,0.3,0.5,.097,,-5.8,-4.1,-9.9,-0.5
416,Vladimir Radmanovic\radmavl01,PF,29,TOT,41,891,7.9,.449,.396,.099,6.4,16.2,11.3,7.2,1.6,0.6,13.4,16.0,,-0.6,0.6,0.0,-0.002,,-3.1,-1.0,-4.1,-0.5
417,Quinton Ross\rossqu01,SF-SG,28,TOT,52,562,3.0,.393,.189,.126,3.5,6.6,5.0,3.0,1.2,0.8,8.6,10.4,,-0.4,0.3,-0.1,-0.008,,-4.8,-0.4,-5.2,-0.5
418,Marreese Speights\speigma01,C,22,PHI,62,1016,17.6,.524,.011,.327,9.7,19.7,14.6,6.2,1.5,2.6,9.1,25.1,,1.2,0.9,2.1,.101,,-1.9,-2.0,-3.9,-0.5
419,Marcus Williams\willima03,PG,24,MEM,62,872,10.6,.456,.299,.203,1.7,10.7,6.2,26.7,1.9,0.1,20.0,18.5,,-0.4,0.5,0.0,.002,,-2.4,-2.0,-4.5,-0.5
420,Rafer Alston\alstora01,PG,33,TOT,52,1421,8.2,.443,.377,.182,1.0,9.7,5.3,20.2,1.9,0.5,16.5,18.8,,-1.6,1.2,-0.4,-0.013,,-2.9,-0.8,-3.7,-0.6
421,Chucky Atkins\atkinch01,PG,35,DET,40,644,8.3,.477,.465,.172,0.9,4.8,2.7,21.6,1.4,0.0,15.9,14.4,,0.2,0.1,0.2,.017,,-2.1,-3.7,-5.8,-0.6
422,Bobby Brown\brownbo02,PG,25,TOT,45,519,9.3,.441,.414,.063,2.0,6.6,4.3,27.5,1.5,0.1,15.9,25.4,,-0.7,0.2,-0.5,-0.050,,-2.6,-4.0,-6.6,-0.6
423,Kwame Brown\brownkw01,C,27,DET,48,660,7.9,.470,.008,.790,9.1,24.3,16.2,5.1,1.2,1.5,20.5,14.7,,-0.6,0.5,-0.1,-0.009,,-5.3,-0.3,-5.6,-0.6
424,Oleksiy Pecherov\pecheol01,C,24,MIN,44,447,12.0,.487,.277,.170,7.9,23.4,15.5,4.0,1.0,2.4,13.7,22.8,,-0.3,0.4,0.1,.010,,-4.5,-2.7,-7.1,-0.6
425,Josh Powell\poweljo01,PF,27,LAL,63,581,6.7,.407,.082,.160,8.5,13.7,11.2,9.0,0.8,0.8,13.7,18.6,,-0.7,0.7,0.0,.001,,-5.5,-0.8,-6.2,-0.6
426,Ramon Sessions\sessira01,PG,23,MIN,82,1732,12.9,.513,.027,.420,3.7,10.3,6.9,23.3,1.6,0.2,17.2,19.9,,0.5,0.6,1.1,.031,,-1.9,-1.5,-3.4,-0.6
427,Sebastian Telfair\telfase01,PG,24,TOT,43,659,10.3,.479,.279,.184,0.9,7.1,4.0,29.9,1.9,0.6,18.7,18.4,,-0.1,0.4,0.3,.020,,-2.9,-2.7,-5.7,-0.6
428,DeShawn Stevenson\stevede01,SG,28,TOT,64,883,3.3,.381,.534,.215,1.4,10.5,5.9,8.9,0.9,0.5,14.4,10.7,,-0.9,0.5,-0.4,-0.022,,-4.5,-0.5,-5.0,-0.7
429,Earl Boykins\boykiea01,PG,33,WAS,67,1117,12.9,.498,.149,.221,1.7,6.1,3.9,25.3,1.1,0.2,13.5,20.7,,0.6,0.3,1.0,.042,,-1.4,-3.3,-4.7,-0.8
430,Kris Humphries\humphkr01,PF,24,TOT,69,1221,15.1,.495,.002,.466,11.0,25.1,17.8,4.5,1.5,2.9,11.8,21.0,,0.3,1.6,1.9,.074,,-4.1,-0.5,-4.5,-0.8
431,Yi Jianlian\jianlyi01,PF,22,NJN,52,1655,12.3,.481,.073,.343,7.7,18.7,13.0,4.9,1.2,2.3,10.6,20.1,,0.0,1.3,1.3,.037,,-3.4,-0.6,-4.0,-0.8
432,Dahntay Jones\jonesda02,SF,29,IND,76,1892,10.8,.527,.051,.413,2.7,10.5,6.6,12.9,1.0,1.5,14.9,20.1,,0.1,1.6,1.8,.045,,-3.2,-0.3,-3.6,-0.8
433,Chris Kaman\kamanch01,C,27,LAC,76,2608,16.5,.527,.005,.255,8.1,23.2,15.6,8.6,0.7,2.7,14.3,27.1,,0.0,2.4,2.4,.044,,-2.8,-0.4,-3.2,-0.8
434,Jannero Pargo\pargoja01,PG,30,CHI,63,829,8.9,.429,.362,.118,1.2,9.1,5.2,17.5,1.8,0.2,11.1,24.4,,-1.1,0.9,-0.3,-0.015,,-3.2,-2.4,-5.6,-0.8
435,Terrence Williams\willite01,SF,22,NJN,78,1764,11.5,.459,.154,.221,2.9,20.6,11.4,22.4,1.3,0.4,14.8,21.8,,-1.5,1.3,-0.3,-0.007,,-3.2,-0.6,-3.8,-0.8
436,Sam Young\youngsa01,SF,24,MEM,80,1321,13.0,.518,.113,.352,6.8,11.0,8.9,6.2,1.3,1.2,14.1,22.1,,0.6,0.7,1.2,.044,,-2.1,-2.2,-4.4,-0.8
437,Chris Douglas-Roberts\douglch01,SF,23,NJN,67,1730,11.5,.512,.094,.274,2.9,10.7,6.6,9.5,1.7,0.8,13.1,19.6,,-0.2,0.9,0.7,.020,,-2.9,-1.1,-4.0,-0.9
438,Trenton Hassell\hassetr01,SF,30,NJN,52,1106,6.5,.465,.023,.315,5.6,10.5,7.9,7.2,0.8,0.6,15.9,12.3,,-0.4,0.3,-0.1,-0.003,,-4.5,-0.7,-5.2,-0.9
439,Nick Young\youngni01,SG,24,WAS,74,1421,10.7,.519,.305,.233,1.6,6.7,4.1,5.7,1.0,0.4,8.3,21.4,,0.9,0.5,1.4,.046,,-1.2,-3.3,-4.5,-0.9
440,Wayne Ellington\ellinwa01,SG,22,MIN,76,1384,9.6,.527,.362,.156,2.6,10.4,6.4,8.3,0.7,0.3,13.4,17.4,,0.3,0.1,0.4,.014,,-2.1,-2.6,-4.8,-1.0
441,Jonny Flynn\flynnjo01,PG,20,MIN,81,2339,13.0,.511,.226,.284,1.1,8.1,4.6,24.7,1.8,0.1,17.9,24.2,,-0.6,0.7,0.1,.002,,-1.2,-2.5,-3.6,-1.0
442,Sasha Pavlovic\pavloal01,SF,26,MIN,71,877,5.4,.422,.393,.087,1.5,13.6,7.5,10.0,1.3,0.5,14.5,18.1,,-1.5,0.3,-1.2,-0.063,,-5.0,-2.0,-7.0,-1.1
