Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP▼
378,Alan Anderson\anderal01,SF,34,LAC,23,266,4.6,.472,.557,.171,1.3,8.1,4.8,5.7,0.6,0.0,8.5,13.7,,-0.1,0.1,0.0,.008,,-3.0,-2.1,-5.1,-0.2
379,Omer Asik\asikom01,C,30,NOP,31,482,9.8,.517,.000,.600,10.4,25.3,17.8,4.3,0.5,1.7,14.6,8.8,,0.4,0.6,1.0,.096,,-4.4,0.9,-3.4,-0.2
380,Ron Baker\bakerro01,SG,23,NYK,29,330,8.4,.467,.451,.242,1.9,11.7,6.8,14.2,2.4,0.7,16.6,15.7,,-0.2,0.2,0.0,.006,,-3.1,-0.9,-3.9,-0.2
381,DeAndre' Bembry\bembrde01,SF,22,ATL,26,269,8.7,.474,.149,.189,3.3,13.3,8.4,11.2,0.9,0.9,11.1,14.7,,-0.1,0.3,0.2,.035,,-4.6,-0.4,-5.0,-0.2
382,Dragan Bender\bendedr01,PF,19,PHO,38,481,5.8,.474,.653,.065,3.6,15.7,9.4,5.0,0.9,3.2,17.5,13.5,,-0.4,0.3,-0.1,-0.012,,-3.7,0.0,-3.8,-0.2
383,Corey Brewer\breweco01,SF,30,HOU,58,923,7.6,.491,.414,.194,2.5,11.1,6.8,9.0,2.0,1.0,12.7,13.0,,0.0,0.9,1.0,.051,,-3.0,0.1,-2.9,-0.2
384,Bobby Brown\brownbo02,PG,32,HOU,18,54,-1.1,.333,.500,.000,0.0,10.2,5.1,5.4,0.0,0.0,6.3,25.3,,-0.2,0.0,-0.2,-0.178,,-9.8,-6.4,-16.2,-0.2
385,Jose Calderon\caldejo01,PG,35,LAL,24,292,9.1,.508,.442,.052,2.9,12.7,7.6,25.2,1.2,0.3,24.8,15.3,,-0.1,0.1,0.0,.002,,-2.9,-2.2,-5.1,-0.2
386,Isaiah Canaan\canaais01,SG,25,CHI,33,572,8.4,.490,.537,.189,1.1,7.9,4.5,9.0,1.9,0.1,9.7,15.0,,0.1,0.4,0.5,.046,,-1.8,-1.3,-3.1,-0.2
387,Omri Casspi\casspom01,SF,28,TOT,23,421,11.3,.521,.262,.167,5.8,19.6,12.7,9.6,1.2,0.2,12.3,16.5,,0.1,0.3,0.4,.045,,-2.6,-1.3,-3.9,-0.2
388,Jordan Clarkson\clarkjo01,SG,24,LAL,58,1587,13.3,.528,.309,.157,2.6,9.1,5.7,12.6,2.2,0.3,12.7,23.1,,0.2,0.7,0.9,.027,,-0.7,-1.9,-2.6,-0.2
389,Monta Ellis\ellismo01,SG,31,IND,49,1331,9.7,.522,.230,.273,0.7,10.7,5.8,17.8,1.7,1.2,18.9,16.0,,-0.3,1.0,0.7,.026,,-2.7,0.0,-2.6,-0.2
390,Jonathan Gibson\gibsojo01,PG,29,DAL,17,231,9.7,.492,.474,.305,0.5,11.2,5.6,18.7,1.8,0.0,16.3,26.4,,-0.3,0.2,-0.1,-0.029,,-3.2,-2.2,-5.5,-0.2
391,Gerald Green\greenge01,SG,31,BOS,36,410,12.3,.512,.453,.144,4.1,13.7,8.9,11.2,0.9,1.0,7.7,22.7,,0.2,0.3,0.5,.053,,-1.4,-2.9,-4.3,-0.2
392,Joe Harris\harrijo01,SG,25,BRK,48,1057,9.4,.565,.604,.139,1.4,12.1,6.8,7.8,1.3,0.4,12.2,16.5,,0.3,0.4,0.7,.032,,-1.2,-1.6,-2.8,-0.2
393,Joffrey Lauvergne\lauvejo01,C,25,OKC,50,739,12.9,.531,.320,.238,7.7,19.7,13.7,10.5,1.1,0.6,12.6,17.8,,0.6,0.8,1.4,.090,,-1.9,-1.2,-3.1,-0.2
394,Jake Layman\laymaja01,SF,22,POR,25,155,7.2,.454,.684,.228,1.4,8.7,5.0,6.6,1.9,1.0,8.7,19.4,,-0.1,0.1,-0.1,-0.018,,-3.0,-3.1,-6.0,-0.2
395,K.J. McDaniels\mcdankj01,SF,23,HOU,29,212,10.1,.552,.397,.147,3.1,12.5,7.8,2.7,1.4,3.1,12.1,16.6,,0.0,0.2,0.3,.061,,-3.7,-1.1,-4.8,-0.2
396,Doug McDermott\mcderdo01,SF,25,CHI,44,1078,11.5,.555,.399,.180,1.4,11.8,6.5,6.6,0.5,0.3,7.4,17.5,,1.3,0.6,1.9,.083,,-0.6,-2.3,-2.9,-0.2
397,Dejounte Murray\murrade01,PG,20,SAS,31,243,9.9,.519,.196,.258,2.4,11.8,7.2,19.8,1.0,1.4,22.3,25.8,,-0.3,0.3,0.0,-0.007,,-4.7,-1.0,-5.7,-0.2
398,Jameer Nelson\nelsoja01,PG,34,DEN,57,1503,11.4,.539,.434,.097,1.6,8.8,5.1,26.9,1.3,0.3,17.2,16.4,,1.6,0.2,1.8,.058,,0.3,-2.7,-2.4,-0.2
399,Georges Niang\niangge01,PF,23,IND,22,90,0.0,.285,.333,.056,2.5,17.2,10.0,7.8,1.7,0.0,11.9,20.8,,-0.4,0.1,-0.3,-0.181,,-9.9,-2.3,-12.1,-0.2
400,Andrew Nicholson\nichoan01,PF,27,WAS,28,231,6.4,.425,.208,.156,5.5,11.1,8.3,4.2,2.4,2.2,11.8,17.8,,-0.3,0.3,0.0,-0.005,,-5.5,-0.1,-5.6,-0.2
401,Jahlil Okafor\okafoja01,C,21,PHI,38,874,14.9,.535,.000,.344,7.8,15.2,11.5,8.2,0.8,3.8,11.8,22.9,,0.2,0.9,1.1,.063,,-3.2,0.3,-3.0,-0.2
402,Tony Parker\parketo01,PG,34,SAS,43,1121,13.8,.521,.111,.188,0.9,7.0,4.1,28.5,0.9,0.1,11.5,20.0,,1.4,1.1,2.5,.106,,-0.6,-2.0,-2.6,-0.2
403,Chandler Parsons\parsoch01,SF,28,MEM,27,523,9.2,.450,.411,.194,0.6,13.8,7.1,13.5,1.7,0.7,7.6,18.3,,-0.2,0.6,0.5,.043,,-3.0,-0.2,-3.2,-0.2
404,Miles Plumlee\plumlmi01,C,28,TOT,37,377,8.7,.519,.000,.443,8.3,13.2,10.8,7.4,1.6,2.8,20.9,14.2,,-0.1,0.4,0.3,.036,,-4.2,0.5,-3.8,-0.2
405,Malachi Richardson\richama01,SG,21,SAC,22,198,9.6,.517,.412,.279,1.8,11.7,6.8,8.8,1.3,0.5,9.5,19.2,,0.0,0.1,0.1,.033,,-2.6,-3.0,-5.7,-0.2
406,Mike Scott\scottmi01,PF,28,ATL,18,195,6.2,.366,.466,.138,5.7,15.1,10.5,12.3,1.0,1.3,11.5,15.6,,-0.3,0.2,0.0,-0.011,,-5.0,0.0,-5.1,-0.2
407,Lance Stephenson\stephla01,SG,26,TOT,10,211,9.7,.491,.153,.139,1.5,11.5,6.4,23.9,0.5,0.4,14.5,18.8,,0.0,0.1,0.1,.013,,-3.6,-2.5,-6.2,-0.2
408,Jared Sullinger\sullija01,PF,24,TOR,11,118,5.6,.359,.375,.167,9.5,16.4,12.9,3.7,1.7,0.7,7.2,20.9,,-0.2,0.1,-0.1,-0.046,,-5.1,-2.9,-8.0,-0.2
409,Marcus Thornton\thornma01,SG,29,WAS,33,575,10.5,.494,.381,.129,4.4,10.4,7.5,9.9,1.6,0.4,10.1,18.9,,0.1,0.5,0.6,.050,,-1.7,-1.4,-3.2,-0.2
410,Evan Turner\turneev01,SG,28,POR,50,1311,12.2,.504,.222,.184,2.2,14.0,8.0,19.5,1.6,1.1,14.2,18.8,,0.3,0.8,1.0,.037,,-2.0,-0.5,-2.5,-0.2
411,Denzel Valentine\valende01,SG,23,CHI,32,401,5.6,.438,.697,.084,0.8,13.7,7.2,7.9,2.1,0.6,14.5,15.7,,-0.5,0.4,-0.1,-0.008,,-3.7,-0.6,-4.3,-0.2
412,Rashad Vaughn\vaughra01,SG,20,MIL,24,277,8.1,.459,.589,.021,0.4,11.3,6.0,5.2,2.2,1.6,6.8,16.7,,-0.2,0.2,0.0,-0.001,,-3.2,-1.7,-4.8,-0.2
413,Taurean Waller-Prince\princta02,SF,22,ATL,33,353,8.7,.495,.388,.311,2.2,17.9,10.2,8.7,1.8,2.1,16.4,17.4,,-0.2,0.5,0.3,.039,,-4.9,0.8,-4.0,-0.2
414,Wade Baldwin\baldwwa01,PG,20,MEM,24,309,6.8,.413,.214,.381,2.5,9.8,6.1,24.0,2.3,1.9,24.0,18.9,,-0.6,0.4,-0.2,-0.029,,-6.1,0.7,-5.4,-0.3
415,Leandro Barbosa\barbole01,SG,34,PHO,53,696,12.4,.510,.228,.089,1.7,10.5,6.0,14.2,1.6,0.7,8.5,19.3,,0.5,0.3,0.8,.053,,-1.5,-1.9,-3.5,-0.3
416,Devin Booker\bookede01,SG,20,PHO,56,1933,14.2,.530,.288,.286,1.9,7.2,4.5,15.6,1.2,0.7,12.7,27.9,,1.1,0.4,1.5,.037,,0.2,-2.9,-2.7,-0.3
417,Aaron Brooks\brookaa01,PG,32,IND,46,660,10.3,.505,.447,.128,2.4,6.4,4.4,22.5,1.7,1.0,17.3,19.6,,-0.2,0.4,0.2,.016,,-1.7,-2.4,-4.0,-0.3
418,Boris Diaw\diawbo01,PF,34,UTA,48,872,8.0,.505,.265,.112,3.6,9.1,6.4,18.4,0.8,0.2,22.1,15.6,,-0.3,0.9,0.6,.032,,-3.0,-0.2,-3.2,-0.3
419,Kris Dunn\dunnkr01,PG,22,MIN,53,882,7.4,.420,.240,.245,2.1,13.3,7.6,21.1,2.7,2.3,23.9,14.9,,-1.2,0.9,-0.3,-0.014,,-4.5,1.3,-3.2,-0.3
420,Kay Felder\feldeka01,PG,21,CLE,36,344,11.7,.481,.150,.338,1.0,10.3,5.8,20.9,1.9,1.4,13.1,22.4,,0.0,0.3,0.3,.042,,-3.9,-1.1,-5.0,-0.3
421,Marcelo Huertas\huertma01,PG,33,LAL,23,237,9.1,.417,.279,.250,0.9,10.4,5.5,31.4,2.1,0.7,20.1,17.0,,-0.2,0.1,-0.1,-0.022,,-4.4,-2.4,-6.8,-0.3
422,Jamal Murray\murraja01,SG,19,DEN,57,1134,11.0,.505,.485,.178,3.2,10.9,7.0,12.9,1.2,1.3,12.9,21.0,,0.3,0.3,0.6,.024,,-0.9,-2.3,-3.2,-0.3
423,Dario Saric\saricda01,PF,22,PHI,56,1368,11.5,.498,.394,.208,6.0,20.7,13.4,11.8,1.3,0.9,15.0,22.9,,-1.0,1.5,0.4,.015,,-2.7,-0.3,-3.0,-0.3
424,Rodney Stuckey\stuckro01,PG,30,IND,25,465,12.2,.542,.224,.485,1.0,12.1,6.6,16.0,1.1,0.0,14.5,22.5,,0.1,0.3,0.4,.040,,-2.3,-2.5,-4.8,-0.3
425,Lance Thomas\thomala01,PF,28,NYK,33,590,6.8,.490,.338,.152,3.3,9.1,6.2,4.4,1.3,0.5,9.0,12.9,,0.1,0.2,0.3,.023,,-2.7,-1.7,-4.4,-0.3
426,Tyler Ulis\ulisty01,PG,21,PHO,36,324,9.6,.445,.150,.133,3.0,5.6,4.3,21.4,3.0,0.3,17.0,19.9,,-0.3,0.2,-0.1,-0.019,,-3.8,-1.7,-5.4,-0.3
427,C.J. Watson\watsocj01,PG,32,ORL,46,774,9.6,.522,.411,.317,1.4,8.3,4.8,15.6,2.1,0.1,14.9,13.8,,0.3,0.5,0.8,.050,,-2.5,-0.8,-3.3,-0.3
428,Derrick Williams\willide02,PF,25,TOT,30,495,11.2,.506,.352,.406,3.5,15.5,9.5,5.8,1.1,0.8,7.6,18.9,,0.2,0.5,0.7,.065,,-2.7,-1.6,-4.3,-0.3
429,Paul Zipser\zipsepa01,SF,22,CHI,23,350,6.1,.466,.505,.275,2.4,13.8,8.0,4.1,1.0,1.1,13.6,14.7,,-0.2,0.3,0.1,.009,,-4.2,-1.2,-5.4,-0.3
430,Bojan Bogdanovic\bogdabo02,SF,27,BRK,55,1482,13.1,.572,.453,.273,1.7,12.3,7.0,10.1,0.8,0.2,11.8,22.4,,1.1,0.3,1.5,.048,,-0.3,-2.8,-3.0,-0.4
431,Tyler Ennis\ennisty01,PG,22,HOU,31,196,4.1,.444,.250,.047,2.3,8.5,5.4,24.5,1.5,0.0,26.9,19.4,,-0.4,0.1,-0.2,-0.055,,-6.7,-2.7,-9.4,-0.4
432,Darrun Hilliard\hillida01,SG,23,DET,27,290,3.5,.413,.375,.250,0.7,9.8,5.2,11.1,1.2,0.3,15.8,19.5,,-0.6,0.3,-0.4,-0.062,,-5.9,-1.2,-7.2,-0.4
433,Jordan McRae\mcraejo01,SG,25,CLE,37,384,9.7,.488,.340,.227,1.8,9.5,5.7,7.3,1.0,1.3,7.8,20.5,,0.0,0.3,0.2,.031,,-3.6,-2.4,-6.0,-0.4
434,Anthony Morrow\morroan01,SG,31,OKC,40,627,9.1,.493,.536,.117,1.9,3.2,2.6,4.5,1.6,0.3,2.9,16.3,,0.4,0.4,0.8,.064,,-1.8,-3.0,-4.8,-0.4
435,Timofey Mozgov\mozgoti01,C,30,LAL,53,1089,12.2,.548,.003,.234,9.9,16.3,13.0,5.9,0.7,2.2,16.3,16.8,,0.6,0.5,1.1,.049,,-2.8,-0.8,-3.6,-0.4
436,Cameron Payne\payneca01,PG,22,OKC,20,320,6.1,.402,.400,.031,0.7,10.0,5.4,18.5,1.5,1.2,11.4,19.8,,-0.4,0.3,-0.1,-0.019,,-4.9,-2.0,-6.9,-0.4
437,Sergio Rodriguez\rodrise01,PG,30,PHI,51,1158,11.3,.494,.480,.051,1.4,10.5,5.9,35.9,1.7,0.3,20.5,19.8,,-0.4,0.9,0.5,.022,,-1.6,-2.0,-3.5,-0.4
438,Kyle Singler\singlky01,SF,28,OKC,27,282,4.5,.493,.473,.200,1.6,10.9,6.3,2.4,0.5,1.1,14.3,10.5,,-0.1,0.2,0.1,.014,,-5.4,-1.7,-7.1,-0.4
439,D.J. Augustin\augusdj01,PG,29,ORL,58,1203,11.8,.536,.541,.309,0.8,7.1,3.9,21.9,1.0,0.1,13.0,19.3,,0.9,0.4,1.4,.055,,-0.3,-3.3,-3.6,-0.5
440,Jamal Crawford\crawfja01,SG,36,LAC,57,1538,11.6,.510,.363,.220,1.0,5.8,3.5,16.7,1.4,0.7,12.7,23.1,,0.0,1.0,1.0,.030,,-1.3,-2.0,-3.2,-0.5
441,Mario Hezonja\hezonma01,SF,21,ORL,42,492,7.0,.464,.455,.096,2.2,14.2,8.0,10.0,1.6,1.3,16.6,20.0,,-0.9,0.4,-0.5,-0.044,,-5.0,-1.0,-6.0,-0.5
442,Buddy Hield\hieldbu01,SG,23,TOT,58,1187,10.2,.506,.506,.075,1.7,13.7,7.6,10.4,0.8,0.5,9.0,20.4,,-0.4,0.9,0.5,.020,,-1.9,-1.9,-3.8,-0.5
443,Sean Kilpatrick\kilpase01,SG,27,BRK,55,1429,12.5,.545,.415,.310,1.3,15.0,8.2,14.7,1.3,0.3,15.2,23.9,,-0.1,0.7,0.6,.020,,-1.5,-1.8,-3.3,-0.5
444,Meyers Leonard\leoname01,PF,24,POR,49,795,8.3,.491,.576,.115,2.7,19.4,11.0,7.7,0.4,2.0,8.6,16.6,,0.0,0.4,0.5,.028,,-2.6,-1.7,-4.3,-0.5
445,Timothe Luwawu-Cabarrot\luwawti01,SF,21,PHI,43,493,6.2,.512,.341,.417,2.2,11.2,6.7,9.8,1.0,1.0,17.9,16.8,,-0.3,0.4,0.1,.005,,-4.8,-1.1,-5.9,-0.5
446,Emmanuel Mudiay\mudiaem01,PG,20,DEN,44,1237,10.2,.472,.328,.293,2.3,11.8,7.0,21.5,1.5,0.7,16.6,22.4,,-0.5,0.4,-0.2,-0.006,,-2.0,-1.7,-3.7,-0.5
447,Shabazz Muhammad\muhamsh01,SF,24,MIN,53,1040,14.3,.570,.259,.319,5.8,11.3,8.5,3.8,0.7,0.3,7.4,20.1,,1.8,0.3,2.0,.093,,-0.2,-3.8,-4.0,-0.5
448,Ramon Sessions\sessira01,PG,30,CHO,50,811,12.2,.495,.236,.449,1.6,8.2,4.9,24.4,1.5,0.3,12.7,19.8,,0.3,0.7,1.0,.060,,-2.4,-2.0,-4.4,-0.5
449,Mirza Teletovic\teletmi01,PF,31,MIL,46,751,9.3,.530,.742,.127,1.6,15.1,8.5,6.7,0.5,1.2,9.9,19.9,,0.0,0.4,0.4,.024,,-0.9,-3.6,-4.5,-0.5
450,Arron Afflalo\afflaar01,SG,31,SAC,49,1253,8.2,.548,.386,.216,0.8,7.8,4.3,7.3,0.7,0.4,8.6,13.8,,0.8,0.3,1.0,.040,,-1.8,-2.2,-3.9,-0.6
451,Jaylen Brown\brownja02,SF,20,BOS,53,821,9.6,.514,.271,.337,3.8,14.8,9.3,6.1,1.3,1.3,11.2,18.0,,0.0,0.7,0.7,.042,,-3.8,-1.2,-5.0,-0.6
452,Trey Burke\burketr01,PG,24,WAS,51,643,10.7,.518,.258,.107,1.3,6.6,4.0,21.0,0.8,0.7,14.7,19.6,,0.2,0.3,0.5,.040,,-2.6,-3.1,-5.7,-0.6
453,Randy Foye\foyera01,SG,33,BRK,43,813,6.9,.502,.605,.172,1.1,12.3,6.8,16.3,1.0,0.6,20.6,15.3,,-0.6,0.3,-0.3,-0.017,,-3.4,-1.3,-4.7,-0.6
454,Ben McLemore\mclembe01,SG,23,SAC,43,777,8.7,.523,.434,.164,1.9,7.9,4.9,7.3,1.4,0.6,11.9,18.1,,-0.1,0.3,0.2,.011,,-2.4,-2.5,-4.9,-0.6
455,Brandon Knight\knighbr03,SG,25,PHO,54,1140,12.6,.502,.265,.293,2.2,9.6,5.8,18.1,1.1,0.4,12.9,25.2,,0.2,0.3,0.5,.020,,-1.5,-2.9,-4.4,-0.7
456,Jarell Martin\martija01,PF,22,MEM,40,538,7.8,.469,.181,.333,7.6,25.6,16.4,2.0,1.4,1.4,14.1,16.1,,-0.3,0.9,0.6,.051,,-6.3,-0.6,-6.9,-0.7
457,Semaj Christon\chrisse01,PG,24,OKC,40,590,6.0,.378,.266,.146,2.6,8.0,5.3,21.5,1.2,0.4,14.3,14.1,,-0.5,0.4,-0.1,-0.005,,-5.2,-2.0,-7.2,-0.8
458,Malcolm Delaney\delanma01,PG,27,ATL,56,991,8.4,.472,.280,.233,0.9,10.1,5.6,22.9,1.5,0.1,17.8,18.9,,-0.7,1.0,0.3,.013,,-4.1,-1.3,-5.4,-0.8
459,Matthew Dellavedova\dellama01,PG,26,MIL,50,1325,10.1,.502,.391,.206,1.5,7.2,4.4,27.3,1.6,0.0,19.5,15.9,,0.5,0.5,1.0,.036,,-1.5,-2.9,-4.4,-0.8
460,Jeff Green\greenje02,SF,30,ORL,57,1320,10.2,.502,.353,.315,2.6,12.2,7.3,8.1,1.1,0.7,10.8,20.2,,-0.2,0.8,0.6,.021,,-2.8,-1.7,-4.5,-0.8
461,Noah Vonleh\vonleno01,PF,21,POR,49,650,8.3,.463,.131,.294,11.1,23.8,17.3,2.4,1.1,2.1,18.8,14.4,,-0.4,0.6,0.1,.011,,-5.8,-1.1,-6.9,-0.8
462,Domantas Sabonis\sabondo01,PF,20,OKC,57,1235,6.6,.472,.352,.094,3.1,15.9,9.5,7.0,1.2,1.5,15.3,14.9,,-0.9,1.3,0.4,.016,,-4.7,-0.1,-4.9,-0.9
463,Brandon Ingram\ingrabr01,SF,19,LAL,58,1604,7.2,.451,.302,.331,2.7,13.7,8.0,10.0,0.8,1.3,12.6,15.6,,-0.9,0.4,-0.5,-0.014,,-3.7,-0.7,-4.4,-1.0
464,Isaiah Whitehead\whiteis01,PG,21,BRK,48,1048,6.9,.469,.267,.189,1.6,10.0,5.8,20.2,1.2,1.7,21.0,18.6,,-1.4,0.4,-1.0,-0.044,,-5.0,-0.8,-5.8,-1.0
