Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP▼
128,Robin Lopez\lopezro01,C,28,CHI,57,1594,15.0,.509,.002,.143,13.1,13.7,13.4,5.4,0.3,4.4,9.7,16.6,,1.6,1.5,3.2,.095,,-1.4,0.9,-0.5,0.6
129,Rodney McGruder\mcgruro01,SG,25,MIA,53,1390,8.8,.494,.473,.165,5.6,8.8,7.2,8.2,1.4,0.6,9.6,12.0,,0.7,1.2,2.0,.068,,-0.9,0.6,-0.3,0.6
130,Andre Roberson\roberan03,SF,25,OKC,57,1745,9.0,.487,.417,.247,4.2,14.3,9.3,4.4,1.9,2.6,9.0,10.3,,0.4,2.2,2.6,.071,,-2.7,2.0,-0.7,0.6
131,Terrence Ross\rosste01,SF,25,TOT,55,1240,14.7,.551,.532,.107,1.4,11.8,6.5,5.8,2.3,1.4,6.1,19.8,,1.5,1.2,2.7,.103,,1.1,-1.2,-0.1,0.6
132,David West\westda01,PF,36,GSW,43,495,16.8,.580,.029,.254,6.5,18.8,13.1,24.4,2.8,3.4,21.9,17.1,,0.7,1.0,1.7,.161,,-1.2,3.7,2.5,0.6
133,Tyson Chandler\chandty01,C,34,PHO,47,1298,16.8,.703,.000,.544,12.8,33.7,22.9,3.3,1.2,1.5,19.2,11.4,,2.8,1.3,4.1,.151,,-0.7,0.3,-0.3,0.5
134,Wilson Chandler\chandwi01,SF,29,DEN,51,1573,15.1,.537,.327,.205,5.6,19.0,12.2,10.5,1.3,1.1,10.6,22.3,,1.6,0.8,2.4,.073,,0.4,-1.3,-0.9,0.5
135,Sam Dekker\dekkesa01,SF,22,HOU,59,1163,13.9,.558,.438,.152,7.7,14.0,10.9,8.0,1.4,1.3,8.6,15.8,,1.7,1.1,2.8,.117,,0.2,-0.5,-0.4,0.5
136,Eric Gordon\gordoer01,SG,28,HOU,53,1616,14.5,.569,.655,.162,1.2,8.4,4.8,14.0,1.0,1.4,10.3,23.7,,2.1,1.1,3.2,.096,,1.8,-2.6,-0.9,0.5
137,Solomon Hill\hillso01,SF,25,NOP,56,1593,8.2,.538,.565,.268,1.9,11.7,6.8,8.7,1.5,1.2,13.7,11.2,,0.4,1.5,1.9,.056,,-1.9,1.3,-0.6,0.5
138,Joe Johnson\johnsjo02,SF,35,UTA,56,1260,12.4,.545,.410,.123,2.2,12.9,7.7,12.4,0.8,0.6,10.1,18.1,,1.1,1.5,2.6,.098,,-0.4,-0.2,-0.5,0.5
139,Enes Kanter\kanteen01,C,24,OKC,47,1015,24.5,.615,.066,.382,13.3,20.9,17.1,8.6,1.0,2.5,12.1,26.3,,3.0,1.3,4.2,.200,,1.2,-1.3,-0.1,0.5
140,Salah Mejri\mejrisa01,C,30,DAL,50,667,14.9,.687,.023,.391,11.9,29.2,20.1,2.3,2.0,6.6,22.7,9.4,,1.0,1.3,2.3,.165,,-3.4,4.4,1.0,0.5
141,Markieff Morris\morrima02,PF,27,WAS,53,1700,14.4,.542,.226,.268,5.3,18.5,12.0,8.3,1.8,1.5,12.1,21.4,,1.2,2.2,3.4,.096,,-1.2,0.4,-0.8,0.5
142,Julius Randle\randlju01,PF,22,LAL,50,1412,15.6,.538,.046,.368,6.8,24.8,15.5,20.2,1.2,1.2,17.0,21.9,,1.0,1.0,2.0,.068,,-1.2,0.7,-0.6,0.5
143,J.J. Redick\redicjj01,SG,32,LAC,54,1528,14.2,.586,.527,.204,0.8,7.6,4.3,7.3,1.3,0.4,9.3,22.3,,1.9,1.0,2.9,.092,,1.7,-2.3,-0.6,0.5
144,D'Angelo Russell\russeda01,PG,20,LAL,42,1112,15.3,.507,.441,.231,2.2,13.6,7.7,28.9,2.2,1.0,15.9,26.8,,0.1,0.7,0.7,.032,,0.9,-1.2,-0.4,0.5
145,Dennis Schroder\schrode01,PG,23,ATL,56,1728,16.5,.541,.244,.231,1.8,8.4,5.2,35.3,1.3,0.4,15.9,27.3,,1.4,1.5,2.9,.081,,1.0,-1.9,-0.9,0.5
146,Marvin Williams\willima02,PF,30,CHO,51,1463,12.5,.530,.509,.179,3.5,17.3,10.5,6.6,1.2,1.7,6.7,17.3,,0.9,1.7,2.7,.087,,-0.8,0.1,-0.7,0.5
147,Cole Aldrich\aldrico01,C,28,MIN,51,472,13.3,.553,.000,.284,11.4,24.3,17.7,7.3,2.5,3.8,13.5,9.0,,0.7,0.7,1.3,.135,,-1.5,3.1,1.6,0.4
148,Jared Dudley\dudleja01,PF,31,PHO,40,828,11.4,.617,.567,.197,2.6,15.5,8.8,11.2,1.4,0.9,16.0,13.7,,1.0,0.4,1.4,.082,,0.3,-0.4,0.0,0.4
149,Derrick Favors\favorde01,PF,25,UTA,40,938,15.3,.501,.025,.296,8.6,20.8,14.9,7.5,2.1,2.9,11.4,20.7,,0.2,1.9,2.1,.107,,-3.0,2.7,-0.3,0.4
150,Cristiano Felicio\feliccr01,C,24,CHI,48,753,15.8,.588,.000,.478,14.0,19.6,16.8,5.7,1.2,1.3,10.1,12.5,,1.7,0.8,2.5,.158,,-0.2,0.2,0.0,0.4
151,John Henson\hensojo01,C,26,MIL,46,930,14.5,.554,.004,.401,8.1,20.9,14.6,8.0,1.4,5.7,14.2,16.4,,0.8,1.2,2.0,.104,,-2.6,2.3,-0.3,0.4
152,Willy Hernangomez\hernawi01,C,22,NYK,50,796,18.7,.577,.047,.289,13.1,27.3,20.2,10.6,1.4,2.8,16.7,18.7,,1.2,0.9,2.1,.127,,-0.8,0.8,0.0,0.4
153,Nene Hilario\hilarne01,C,34,HOU,49,840,17.1,.623,.027,.553,7.9,17.0,12.5,7.9,2.2,3.0,15.1,19.1,,1.4,1.2,2.6,.148,,-1.3,1.2,-0.1,0.4
154,Rodney Hood\hoodro01,SG,24,UTA,40,1145,12.9,.528,.464,.159,1.1,13.0,7.3,11.1,1.1,0.6,8.3,23.1,,0.6,1.4,2.1,.086,,0.1,-0.7,-0.6,0.4
155,Victor Oladipo\oladivi01,SG,24,OKC,48,1616,14.0,.537,.387,.167,1.9,12.5,7.2,12.0,1.8,0.8,9.5,21.0,,1.5,1.7,3.1,.093,,-0.2,-0.9,-1.1,0.4
156,Tony Snell\snellto01,SG,25,MIL,54,1541,9.6,.606,.679,.106,1.2,11.9,6.7,6.0,0.9,0.7,8.5,11.7,,1.5,0.7,2.2,.069,,0.4,-1.3,-0.9,0.4
157,Anthony Tolliver\tollian01,PF,31,SAC,46,1074,11.1,.601,.661,.214,4.9,14.4,9.6,6.4,1.3,0.9,12.6,13.0,,1.2,0.6,1.8,.081,,0.2,-0.9,-0.7,0.4
158,Matt Barnes\barnema02,SF,36,SAC,54,1367,10.2,.501,.551,.172,4.7,20.5,12.6,16.4,1.3,1.2,16.8,16.4,,0.0,1.1,1.1,.038,,-1.4,0.2,-1.1,0.3
159,Kent Bazemore\bazemke01,SF,27,ATL,54,1482,11.1,.490,.361,.227,2.3,10.3,6.4,14.6,2.4,2.2,13.6,20.4,,-0.8,2.0,1.3,.042,,-2.3,1.3,-1.1,0.3
160,Darren Collison\collida01,PG,29,SAC,50,1548,15.4,.576,.274,.224,1.4,6.7,4.1,22.9,1.8,0.4,12.3,19.8,,2.5,0.7,3.1,.097,,1.0,-2.3,-1.3,0.3
161,Wayne Ellington\ellinwa01,SG,29,MIA,37,970,12.2,.546,.649,.096,1.2,7.3,4.2,7.9,1.3,0.2,4.6,17.8,,1.2,0.8,1.9,.094,,1.2,-1.9,-0.6,0.3
162,Dorian Finney-Smith\finnedo01,PF,23,DAL,55,1143,7.9,.522,.601,.221,3.2,11.9,7.3,6.1,1.6,1.3,12.7,11.1,,0.2,1.0,1.2,.051,,-2.3,1.3,-1.1,0.3
163,Channing Frye\fryech01,C,33,CLE,49,917,15.2,.589,.646,.146,3.5,18.2,11.0,5.3,1.0,2.3,8.3,20.2,,1.4,1.0,2.4,.125,,0.8,-1.4,-0.6,0.3
164,Taj Gibson\gibsota01,PF,31,CHI,55,1502,15.8,.549,.023,.225,8.5,19.3,13.8,6.6,0.9,2.7,11.7,19.1,,1.5,1.7,3.2,.103,,-1.6,0.4,-1.2,0.3
165,Aaron Gordon\gordoaa01,SF,21,ORL,57,1578,12.6,.502,.340,.244,5.3,13.4,9.3,11.2,1.3,1.3,8.9,19.5,,0.6,1.2,1.7,.053,,-1.0,-0.4,-1.3,0.3
166,Tim Hardaway\hardati02,SG,24,ATL,54,1354,14.7,.553,.472,.214,1.5,9.5,5.5,14.3,1.2,0.6,8.9,22.7,,1.4,1.2,2.6,.093,,0.8,-1.9,-1.1,0.3
167,Spencer Hawes\hawessp01,PF,28,CHO,35,626,14.7,.545,.252,.156,5.5,19.5,12.5,16.2,1.0,3.5,14.7,19.4,,0.3,0.9,1.2,.092,,-1.8,1.6,-0.2,0.3
168,Richaun Holmes\holmeri01,C,23,PHI,31,494,16.2,.566,.138,.314,10.5,19.0,14.7,8.4,1.6,3.9,13.0,18.3,,0.5,0.7,1.2,.116,,-1.6,1.6,0.0,0.3
169,Reggie Jackson\jacksre01,PG,26,DET,37,1043,15.4,.520,.284,.226,1.6,7.2,4.3,31.2,1.4,0.2,14.1,26.4,,0.7,0.9,1.6,.075,,1.1,-1.9,-0.8,0.3
170,Frank Kaminsky\kaminfr01,C,23,CHO,55,1390,12.6,.487,.425,.186,3.4,15.8,9.6,13.3,1.5,1.7,8.2,21.5,,-0.1,1.7,1.6,.054,,-1.3,0.1,-1.2,0.3
171,Kevon Looney\looneke01,C,20,GSW,43,401,14.4,.606,.090,.360,10.7,18.9,15.1,8.0,1.5,3.2,11.2,12.5,,0.8,0.7,1.5,.180,,-0.4,1.9,1.5,0.3
172,C.J. Miles\milescj01,SF,29,IND,51,1177,13.5,.589,.614,.148,1.6,12.5,7.1,3.8,1.3,1.5,5.7,18.6,,1.5,0.9,2.4,.098,,1.2,-2.1,-0.9,0.3
173,Austin Rivers\riverau01,SG,24,LAC,55,1565,11.9,.546,.398,.247,1.2,6.9,4.1,15.9,1.4,0.5,12.3,20.0,,1.1,1.1,2.2,.066,,0.1,-1.4,-1.3,0.3
174,Dion Waiters\waitedi01,SG,25,MIA,34,1049,14.2,.502,.303,.193,1.5,11.3,6.3,23.1,1.5,1.2,12.0,26.0,,0.0,1.1,1.1,.051,,-0.3,-0.7,-1.0,0.3
175,Hassan Whiteside\whiteha01,C,27,MIA,52,1712,21.5,.572,.000,.358,11.8,35.2,23.5,3.4,1.1,5.0,12.4,22.7,,2.1,3.5,5.7,.159,,-2.7,1.3,-1.4,0.3
176,Darrell Arthur\arthuda01,PF,28,DEN,29,473,13.6,.616,.539,.060,4.9,14.5,9.6,10.0,0.8,2.6,14.9,18.0,,0.6,0.2,0.8,.085,,1.0,-1.5,-0.4,0.2
177,J.J. Barea\bareajo01,PG,32,DAL,18,444,17.3,.530,.385,.172,1.3,13.0,6.9,35.2,1.1,0.2,13.1,25.4,,0.5,0.3,0.8,.087,,1.4,-1.8,-0.3,0.2
178,Harrison Barnes\barneha02,PF,24,DAL,56,2007,17.3,.540,.175,.197,3.9,13.8,8.6,8.0,1.3,0.6,6.4,26.2,,2.0,1.5,3.5,.084,,-0.4,-1.2,-1.7,0.2
179,Marco Belinelli\belinma01,SG,30,CHO,52,1280,12.8,.563,.463,.232,0.9,10.5,5.8,12.0,1.3,0.5,9.5,19.0,,1.1,1.1,2.3,.085,,-0.1,-1.3,-1.4,0.2
180,Andrew Bogut\bogutan01,C,32,DAL,26,582,9.4,.460,.012,.136,10.5,34.3,21.8,12.3,1.2,3.9,33.4,10.5,,-0.3,1.0,0.7,.054,,-5.6,5.3,-0.3,0.2
181,Malcolm Brogdon\brogdma01,SG,24,MIL,55,1406,13.9,.539,.290,.215,2.7,9.3,6.0,23.9,2.3,0.4,15.2,18.1,,1.4,1.0,2.4,.082,,0.0,-1.4,-1.3,0.2
182,Tyreke Evans\evansty01,SG,27,TOT,27,500,15.9,.498,.306,.281,1.2,17.9,9.5,31.1,2.4,0.7,14.0,27.2,,-0.1,0.6,0.5,.050,,-0.6,0.1,-0.5,0.2
183,Evan Fournier\fournev01,SG,24,ORL,46,1526,13.5,.543,.349,.295,2.3,8.8,5.5,16.9,1.4,0.2,12.7,23.7,,0.8,0.8,1.7,.052,,0.3,-1.8,-1.5,0.2
184,Justin Hamilton\hamilju01,C,26,BRK,48,939,13.1,.541,.509,.110,6.6,17.2,12.0,6.6,1.2,3.0,10.0,15.4,,0.6,0.7,1.4,.070,,-1.2,0.3,-1.0,0.2
185,Juan Hernangomez\hernaju01,PF,21,DEN,41,514,13.8,.585,.473,.364,6.6,18.6,12.6,5.3,1.6,1.8,8.6,13.4,,0.9,0.3,1.2,.114,,0.2,-0.9,-0.7,0.2
186,Roy Hibbert\hibbero01,C,30,CHO,42,671,13.4,.613,.000,.521,8.5,15.8,12.2,4.5,0.6,5.6,14.9,13.8,,1.0,0.9,1.9,.135,,-2.9,2.1,-0.8,0.2
187,Justin Holiday\holidju01,SG,27,NYK,58,1131,12.1,.543,.538,.192,1.9,13.7,7.8,8.4,2.1,1.5,11.2,16.6,,0.8,0.8,1.6,.069,,-0.6,-0.6,-1.2,0.2
188,Stanley Johnson\johnsst04,SF,20,DET,54,902,8.4,.476,.399,.179,2.9,12.3,7.5,10.8,2.0,1.7,16.1,14.2,,-0.5,1.2,0.7,.039,,-3.0,2.0,-1.1,0.2
189,Wesley Johnson\johnswe01,SF,29,LAC,50,652,9.8,.469,.567,.104,4.4,22.0,13.4,4.5,2.1,3.1,8.0,12.7,,0.0,1.0,1.0,.074,,-2.7,2.0,-0.7,0.2
190,Terrence Jones\joneste01,PF,25,NOP,51,1264,16.2,.519,.154,.348,5.4,20.0,12.6,7.5,1.5,3.4,7.9,21.4,,0.5,1.7,2.3,.086,,-2.6,1.1,-1.5,0.2
191,DeAndre Liggins\liggide01,SG,28,CLE,46,648,8.0,.501,.373,.263,2.1,10.6,6.5,9.2,3.0,1.7,19.1,11.0,,-0.1,0.8,0.7,.053,,-3.0,2.3,-0.7,0.2
192,Jeremy Lin\linje01,PG,28,BRK,12,300,19.8,.564,.369,.315,0.7,12.9,6.9,40.2,2.5,1.8,17.8,25.6,,0.4,0.3,0.6,.098,,1.7,-0.7,1.0,0.2
193,JaVale McGee\mcgeeja01,C,29,GSW,52,499,23.2,.658,.019,.332,13.6,20.5,17.3,3.9,1.1,5.5,11.7,23.6,,1.1,0.9,2.1,.199,,-0.2,-0.3,-0.4,0.2
194,Jodie Meeks\meeksjo01,SG,29,ORL,24,520,13.5,.574,.530,.250,0.6,11.1,5.7,10.9,2.7,0.3,11.4,17.9,,0.5,0.5,0.9,.087,,-0.2,-0.6,-0.7,0.2
195,Nikola Mirotic\mirotni01,PF,25,CHI,48,1078,12.4,.505,.598,.212,3.5,21.6,12.4,6.0,1.6,2.8,11.0,19.4,,0.1,1.5,1.6,.070,,-1.6,0.1,-1.5,0.2
196,E'Twaun Moore\mooreet01,SG,27,NOP,52,1282,12.2,.537,.336,.105,2.2,7.3,4.7,14.1,1.4,1.5,9.4,17.9,,0.7,1.0,1.7,.064,,-0.9,-0.6,-1.5,0.2
197,Dirk Nowitzki\nowitdi01,PF,38,DAL,30,780,17.1,.517,.320,.185,2.0,26.2,13.5,11.1,1.4,2.4,6.3,26.1,,0.3,1.0,1.3,.083,,-1.5,0.3,-1.2,0.2
198,Zach Randolph\randoza01,PF,35,MEM,50,1215,19.1,.497,.098,.189,11.3,27.8,19.3,13.7,1.1,0.6,8.3,28.8,,0.9,1.8,2.7,.108,,-0.9,-0.3,-1.3,0.2
199,Willie Reed\reedwi02,C,26,MIA,48,702,17.2,.575,.016,.313,13.5,22.3,17.9,3.7,0.7,3.9,8.4,15.1,,1.4,1.0,2.4,.165,,-1.6,0.7,-1.0,0.2
200,Rajon Rondo\rondora01,PG,30,CHI,48,1260,11.4,.415,.219,.092,3.6,18.0,10.7,36.2,2.5,0.5,23.8,17.0,,-1.2,1.6,0.5,.018,,-2.7,1.3,-1.4,0.2
201,Jonathon Simmons\simmojo02,SG,27,SAS,52,942,10.7,.520,.228,.348,1.7,12.5,7.3,12.9,1.9,1.7,14.3,17.8,,0.1,1.5,1.6,.081,,-2.4,1.3,-1.1,0.2
202,Ish Smith\smithis01,PG,28,DET,57,1350,13.7,.476,.147,.147,1.1,11.9,6.4,31.7,1.5,1.4,13.9,19.2,,0.4,1.5,1.9,.069,,-1.7,0.4,-1.3,0.2
203,J.R. Smith\smithjr01,SG,31,CLE,21,607,7.7,.481,.750,.049,1.5,6.5,4.1,5.9,2.1,1.2,7.4,14.7,,0.0,0.5,0.5,.038,,-0.7,0.0,-0.8,0.2
204,Jonas Valanciunas\valanjo01,C,24,TOR,55,1481,19.4,.589,.000,.305,12.1,29.4,20.7,4.4,0.9,2.3,11.9,19.7,,3.3,1.9,5.1,.166,,-0.8,-0.6,-1.4,0.2
205,Deron Williams\willide01,PG,32,DAL,40,1171,15.3,.532,.399,.185,1.2,9.4,5.1,40.0,1.1,0.2,16.5,23.8,,1.2,0.7,1.8,.075,,1.1,-2.4,-1.3,0.2
206,Jeff Withey\witheje01,C,26,UTA,32,252,17.9,.588,.019,.519,12.8,19.5,16.2,1.2,1.9,7.1,11.9,14.0,,0.5,0.6,1.0,.198,,-2.5,3.2,0.7,0.2
207,Lavoy Allen\allenla01,PF,27,IND,42,588,9.2,.462,.009,.187,9.9,12.8,11.4,9.1,1.1,1.9,13.5,10.2,,0.3,0.4,0.7,.061,,-2.6,1.0,-1.6,0.1
208,Al-Farouq Aminu\aminual01,SF,26,POR,37,1075,10.5,.476,.466,.228,4.4,23.9,14.0,10.1,1.7,1.8,14.8,15.5,,-0.4,1.1,0.7,.032,,-2.7,1.2,-1.5,0.1
209,Brandon Bass\bassbr01,PF,31,LAC,38,449,18.2,.664,.014,.410,6.8,14.9,11.0,6.7,1.0,1.4,13.2,18.7,,1.1,0.4,1.6,.166,,-0.1,-0.8,-0.9,0.1
210,Nemanja Bjelica\bjeline01,PF,28,MIN,55,947,10.3,.528,.529,.179,4.5,17.9,11.0,9.4,1.8,1.2,14.2,16.5,,0.3,0.8,1.0,.053,,-1.1,-0.5,-1.6,0.1
211,Tarik Black\blackta01,C,25,LAL,46,749,15.4,.560,.010,.407,14.7,21.7,18.1,6.5,1.2,2.6,14.3,16.4,,1.2,0.6,1.8,.113,,-1.3,-0.1,-1.4,0.1
212,Nicolas Brussino\brussni01,SF,23,DAL,36,246,11.7,.516,.672,.155,4.5,16.5,10.2,15.4,2.1,1.8,15.1,14.1,,0.1,0.3,0.4,.081,,-1.6,1.3,-0.3,0.1
213,Ian Clark\clarkia01,SG,25,GSW,52,736,13.2,.575,.413,.148,1.9,8.8,5.6,11.9,1.8,0.6,10.3,18.8,,0.8,0.9,1.6,.105,,-0.3,-1.4,-1.7,0.1
214,Dante Cunningham\cunnida01,SF,29,NOP,43,1081,8.9,.540,.513,.058,3.5,14.1,8.8,4.0,1.0,1.6,7.5,10.9,,0.5,1.0,1.4,.064,,-2.1,0.6,-1.5,0.1
215,Yogi Ferrell\ferreyo01,PG,23,TOT,20,481,13.7,.559,.475,.247,1.8,8.4,5.0,21.5,1.9,0.7,15.4,19.7,,0.4,0.3,0.8,.077,,0.0,-1.2,-1.2,0.1
216,Jerian Grant\grantje02,PG,24,CHI,46,757,11.2,.537,.418,.268,1.6,8.7,5.1,14.1,2.2,0.6,13.1,16.3,,0.6,0.7,1.3,.083,,-0.9,-0.8,-1.7,0.1
217,Devin Harris\harride01,PG,33,DAL,39,652,12.0,.523,.526,.381,1.5,13.2,7.1,15.9,1.8,0.4,10.6,18.4,,0.5,0.6,1.1,.080,,-0.9,-0.5,-1.4,0.1
218,Josh Huestis\huestjo01,PF,25,OKC,1,7,61.8,.875,.500,.000,31.7,31.4,31.6,37.4,0.0,11.3,0.0,24.3,,0.1,0.0,0.1,.645,,25.2,6.2,31.4,0.1
219,Jonas Jerebko\jerebjo01,PF,29,BOS,56,930,9.4,.552,.495,.106,5.3,17.8,11.5,7.2,1.3,1.3,14.1,11.6,,0.5,0.9,1.4,.074,,-2.1,0.3,-1.8,0.1
220,James Jones\jonesja02,SF,36,CLE,36,242,13.2,.737,.746,.237,0.9,8.8,5.0,4.2,0.6,2.3,9.7,13.1,,0.5,0.2,0.7,.139,,1.4,-1.6,-0.3,0.1
221,Cory Joseph\josepco01,SG,25,TOR,55,1243,13.1,.513,.170,.218,2.8,10.5,6.6,18.1,1.6,0.3,11.1,18.4,,1.2,0.8,2.0,.079,,-0.7,-1.1,-1.8,0.1
222,Kosta Koufos\koufoko01,C,27,SAC,58,1112,14.0,.585,.004,.182,9.5,23.2,16.4,5.2,1.5,3.1,13.9,14.3,,1.1,1.2,2.3,.101,,-2.4,0.9,-1.5,0.1
223,James Michael McAdoo\mcadoja01,PF,24,GSW,30,273,12.0,.565,.043,.232,6.5,12.0,9.5,5.8,1.4,4.9,13.6,13.9,,0.2,0.4,0.6,.103,,-2.9,2.0,-0.9,0.1
224,Khris Middleton\middlkh01,SG,25,MIL,4,79,21.1,.563,.125,.375,0.0,11.4,5.8,36.1,3.8,1.1,9.7,23.5,,0.2,0.1,0.3,.196,,2.0,-1.2,0.8,0.1
225,Jakob Poeltl\poeltja01,C,21,TOR,32,345,10.1,.526,.000,.483,13.3,15.9,14.6,3.6,1.6,2.3,16.6,10.9,,0.3,0.4,0.7,.097,,-1.8,0.7,-1.1,0.1
226,Norman Powell\powelno01,SG,23,TOR,53,919,13.4,.551,.331,.278,2.1,10.9,6.4,9.0,2.1,1.0,10.8,19.3,,0.9,0.8,1.7,.088,,-0.5,-1.0,-1.5,0.1
227,Josh Richardson\richajo01,SG,23,MIA,28,875,9.6,.483,.465,.110,1.7,10.0,5.8,13.3,1.5,1.3,11.4,18.7,,-0.3,0.9,0.6,.034,,-1.5,0.0,-1.5,0.1
228,Glenn Robinson\robingl02,SF,23,IND,55,1204,10.7,.552,.352,.217,4.6,13.9,9.4,4.7,1.2,1.2,9.4,12.6,,0.9,0.9,1.8,.071,,-1.4,-0.3,-1.7,0.1
229,Thomas Robinson\robinth01,PF,25,LAL,34,374,16.3,.518,.000,.315,16.6,27.3,21.8,9.5,2.1,2.0,16.5,17.3,,0.3,0.4,0.7,.091,,-1.9,0.8,-1.1,0.1
230,Luis Scola\scolalu01,PF,36,BRK,36,461,14.0,.550,.331,.245,11.8,19.9,15.9,12.7,1.4,0.7,16.9,18.7,,0.4,0.3,0.7,.075,,-0.8,-0.5,-1.3,0.1
231,Pascal Siakam\siakapa01,PF,22,TOR,48,806,11.0,.522,.021,.171,8.2,15.1,11.6,2.7,1.4,4.5,13.4,12.8,,0.4,0.9,1.3,.077,,-2.9,1.5,-1.4,0.1
232,Jason Terry\terryja01,SG,39,MIL,47,804,8.5,.575,.729,.114,1.5,6.3,3.9,10.8,1.6,1.5,12.5,9.4,,0.7,0.4,1.1,.065,,-0.6,-1.0,-1.6,0.1
233,T.J. Warren\warretj01,SF,23,PHO,44,1278,13.5,.506,.142,.188,6.0,8.9,7.4,5.3,1.9,1.2,5.7,19.5,,1.2,0.6,1.8,.068,,-0.8,-1.0,-1.8,0.1
234,Chris Andersen\anderch01,C,38,CLE,12,114,11.6,.497,.136,.636,8.9,20.6,15.0,5.9,2.2,4.9,15.1,12.8,,0.1,0.2,0.3,.110,,-3.6,3.3,-0.3,0.0
235,Justin Anderson\anderju01,SF,23,DAL,51,710,15.0,.523,.442,.319,6.1,19.1,12.3,7.6,2.1,2.0,11.3,23.7,,0.2,0.9,1.1,.071,,-1.7,-0.2,-1.9,0.0
236,Joel Anthony\anthojo01,C,34,SAS,9,56,14.4,.676,.000,.250,12.5,19.7,16.2,2.4,0.9,2.9,10.1,8.0,,0.1,0.1,0.2,.190,,-0.8,1.1,0.4,0.0
237,Bismack Biyombo\biyombi01,C,24,ORL,58,1343,12.1,.541,.000,.715,9.1,25.6,17.1,6.2,0.7,4.3,18.2,13.1,,0.4,1.7,2.1,.075,,-4.3,2.4,-1.9,0.0
238,Joel Bolomboy\bolomjo01,PF,23,UTA,9,20,22.7,.592,.200,.800,6.0,50.3,28.8,8.2,2.6,4.1,12.9,18.2,,0.0,0.1,0.1,.215,,-3.6,4.1,0.4,0.0
239,Reggie Bullock\bullore01,SF,25,DET,15,224,10.4,.517,.485,.061,2.9,12.1,7.4,7.7,1.4,1.1,8.1,14.7,,0.1,0.2,0.3,.072,,-1.4,0.2,-1.2,0.0
240,Bruno Caboclo\cabocbr01,SF,21,TOR,8,23,7.9,.300,.600,.000,14.6,14.9,14.7,16.8,4.4,0.0,28.6,13.5,,0.0,0.0,0.0,.005,,-2.2,2.5,0.3,0.0
241,Michael Carter-Williams\cartemi01,PG,25,CHI,26,579,10.9,.466,.209,.286,3.3,19.8,11.4,18.3,1.8,1.5,15.9,20.7,,-0.4,0.7,0.3,.029,,-3.2,1.0,-2.3,0.0
242,Willie Cauley-Stein\caulewi01,C,23,SAC,51,684,16.9,.580,.008,.261,8.5,16.3,12.4,6.7,1.9,3.3,10.5,20.1,,0.9,0.7,1.6,.112,,-1.6,-0.1,-1.8,0.0
243,Rakeem Christmas\chrisra01,PF,25,IND,7,23,20.8,.435,.000,.714,19.8,24.0,22.0,6.0,2.2,7.5,0.0,17.9,,0.0,0.0,0.1,.187,,-2.0,2.5,0.5,0.0
244,Nick Collison\collini01,PF,36,OKC,14,81,9.6,.612,.000,.700,5.5,13.6,9.5,13.4,0.6,1.0,18.7,8.4,,0.1,0.1,0.2,.101,,-3.3,-0.6,-3.9,0.0
245,Pat Connaughton\connapa01,SG,24,POR,27,195,11.6,.605,.410,.231,5.0,12.6,8.8,10.8,1.0,0.8,12.3,11.0,,0.3,0.1,0.4,.095,,-0.9,-1.4,-2.3,0.0
246,Allen Crabbe\crabbal01,SG,24,POR,57,1619,10.5,.591,.441,.211,0.9,9.7,5.2,6.4,1.0,0.5,9.3,14.8,,1.8,0.4,2.2,.065,,-0.3,-1.8,-2.1,0.0
247,Ed Davis\davised01,PF,27,POR,46,789,11.4,.563,.000,.570,13.2,20.8,17.0,4.8,0.9,2.3,17.2,11.9,,1.0,0.6,1.6,.096,,-2.3,0.1,-2.2,0.0
248,Toney Douglas\douglto01,PG,30,MEM,14,241,10.6,.471,.370,.274,2.3,17.0,9.4,21.0,2.4,1.2,15.5,18.2,,-0.1,0.4,0.3,.062,,-2.7,1.3,-1.4,0.0
249,Jordan Farmar\farmajo01,PG,30,SAC,2,35,14.5,.500,.750,.000,3.3,6.6,5.0,39.0,2.9,0.0,20.0,19.4,,0.0,0.0,0.1,.069,,0.6,-3.9,-3.3,0.0
250,Tim Frazier\fraziti01,PG,26,NOP,42,1051,13.4,.522,.289,.329,2.3,9.9,6.1,33.8,1.7,0.5,18.8,17.9,,0.8,0.9,1.7,.078,,-1.0,-1.1,-2.1,0.0
251,Langston Galloway\gallola01,PG,25,NOP,55,1120,11.2,.508,.608,.118,1.9,9.6,5.7,9.0,1.7,0.4,5.7,19.5,,0.2,0.9,1.1,.049,,-0.3,-1.7,-2.0,0.0
252,Archie Goodwin\goodwar01,SG,22,NOP,3,30,19.7,.798,.400,2.000,0.0,0.0,0.0,4.6,0.0,2.7,0.0,13.9,,0.2,0.0,0.2,.289,,2.2,-4.0,-1.8,0.0
253,Jerami Grant\grantje01,SF,22,TOT,56,1189,10.3,.553,.326,.461,2.4,12.0,7.2,4.0,1.0,4.3,9.1,12.2,,0.9,1.4,2.2,.091,,-3.1,1.0,-2.1,0.0
