Name,G,FGA,3PA,FTA,ORB,TRB.1,AST.1,STL,BLK,TOV,PF,MP.1,PTS.1,FG%,3P%,FT%,Years,AP,LAT,SR,TQS,SVL,MVL,MBP,VORP_Max
barrean01,30.5,12.389247311827958,5.706989247311827,3.88494623655914,,3.65,5.425000000000002,1.4198924731182796,0.0903225806451613,,,35.225,15.275,0.41175,0.349,0.762,4.0,0.0,10.63,,3.08,29.0,34.5,13.0,0.0
barroda01,29.75,14.59219659650694,7.412748171368861,3.995913569189432,,3.175,3.675,1.515720629944768,0.06687565308254963,2.238011270338857,1.8446036721898789,37.27500000000001,19.55,0.473,0.4293333333333333,0.8370000000000001,4.0,0.0,,,,,,,5.3
barroea01,32.0,5.8655982905982915,0.19198717948717947,3.1638888888888888,,4.875,0.7250000000000001,0.4297008547008547,1.031837606837607,,,19.775,7.75,0.47075,0.1443333333333333,0.6817499999999999,4.0,0.25,,,,,,,0.0
barrybr01,27.0,8.488481117864008,3.501805101033713,3.536257856734715,,3.675,3.325,1.85989039530414,0.6410446210586462,2.918978234896888,2.515129084203418,29.25,12.15,0.46025,0.3295,0.775,4.0,0.0,,,,,,,6.0
barrydr01,29.25,7.632175925925926,4.028472222222222,2.7675925925925924,,4.074999999999998,6.175000000000002,1.6439814814814817,0.3481481481481481,3.077777777777777,1.8046296296296296,33.0,10.525,0.4520000000000001,0.36225,0.78075,4.0,0.0,,,,,,,-0.1
barryjo01,31.33333333333333,12.049096880131366,5.524192665571977,2.8192665571975914,,3.5333333333333337,4.433333333333334,1.7133552271483306,0.2884510125889436,2.9214012041598254,2.02200328407225,33.13333333333333,14.199999999999998,0.415,0.37166666666666665,0.725,3.0,0.0,,,,,,,2.6
bartowi01,35.0,12.028571428571427,3.628571428571429,3.7428571428571433,1.7,6.45,2.85,1.4857142857142858,0.6,2.3428571428571425,2.2,32.95,15.15,0.4685,0.3055,0.7240000000000001,2.0,0.0,12.5,,3.6,30.0,34.0,0.0,1.1
basdeed01,29.5,6.321264367816093,1.011494252873563,3.6341954022988503,,6.5,2.675,2.2442528735632186,0.1781609195402299,,,27.25,9.05,0.48575,0.2855,0.68225,4.0,0.0,10.52,,3.21,33.0,36.5,14.0,0.0
bassbr01,29.5,9.454597701149424,0.7609195402298851,5.840229885057473,,8.25,0.7,0.7620689655172415,1.7655172413793103,,,34.25,15.05,0.5355000000000001,0.3625,0.78,2.0,0.0,11.61,,3.24,31.5,33.0,18.0,1.0
bastoma01,31.5,5.955606617647059,0.0078125,4.86063112745098,,6.574999999999998,0.6000000000000001,0.7303615196078431,1.0953125,1.9971405228758168,3.0711192810457515,22.266666666666666,10.625,0.63175,0.0,0.63725,4.0,0.25,,,,,,,0.1
batismi01,25.33333333333333,12.017045454545453,2.1571969696969697,3.4431818181818183,,7.133333333333333,1.4,1.193181818181818,1.0160984848484846,2.4318181818181817,3.1818181818181817,28.2,14.666666666666664,0.4876666666666667,0.308,0.6556666666666667,3.0,0.0,,,,,,,-0.6
battish01,36.5,8.881116410528175,4.008061228649464,3.842403489462314,,6.05,1.625,1.818996881496881,1.7374045425516014,1.2324813501284089,2.0825418178359354,31.399999999999995,13.499999999999998,0.51275,0.36125,0.767,4.0,1.0,10.95,,3.3,29.5,33.0,12.0,4.3
battito01,29.0,7.797099069512862,0.4149972632731253,3.306376573617953,,8.366666666666667,0.8333333333333334,0.6459222769567597,1.8651614668856047,1.6270114942528735,2.5643951833607006,24.83333333333333,10.8,0.5283333333333333,0.22033333333333333,0.6516666666666666,3.0,0.0,,,,,,,1.0
battljo01,28.5,9.95027808676307,1.2903225806451613,3.70853170189099,,2.4,,0.5950500556173526,0.09840934371523916,,1.7833815350389322,23.725,12.575,0.4765,0.3965,0.652,4.0,0.0,,,,,,,-0.2
battlke01,30.75,11.784722222222225,0.25126262626262624,6.6986531986532,,5.75,1.975,2.339436026936027,0.823442760942761,2.662247474747475,2.819234006734007,33.775,17.975,0.5695,0.2645,0.6869999999999999,4.0,0.25,,,,,,,0.5
baxtelo01,34.5,9.2078125,0.03665674603174603,5.147296626984128,,7.125,0.7,0.8657242063492063,1.6265873015873016,1.6154513888888888,2.9422867063492064,24.225,13.3,0.56075,0.5,0.5954999999999999,4.0,1.0,,,,,,,-0.2
bayleje01,30.0,12.6,4.833333333333333,7.433333333333334,,2.7,4.0,0.9666666666666668,0.1,2.966666666666667,,35.7,19.7,0.458,0.407,0.8390000000000001,1.0,0.0,11.26,,3.07,31.0,38.0,10.0,0.8
baynear01,30.5,5.751373626373626,0.023647186147186142,3.1078463203463196,,5.175,0.275,0.3155719280719281,0.7333125208125209,1.5753246753246757,,,8.375,0.526,0.3333333333333333,0.68025,4.0,0.0,,,,,,,0.6
bazemke01,35.0,8.266118113912231,2.1457282913165265,3.498774509803922,1.5090258325552444,4.625,2.725,1.7883870214752569,0.48150093370681607,2.288258636788049,2.40666044195456,29.633333333333336,10.15,0.45175,0.32349999999999995,0.55225,4.0,0.0,,,,,,,1.2
bealbr01,37.0,10.62162162162162,5.027027027027027,4.6756756756756745,1.351351351351351,6.7,2.2,1.3783783783783785,0.8378378378378378,2.135135135135135,2.054054054054054,34.2,14.8,0.445,0.339,0.769,1.0,1.0,10.95,,3.28,33.0,39.0,8.0,1.7
beaslma01,34.0,11.558823529411766,4.176470588235294,3.7647058823529416,1.2941176470588236,5.3,1.5,0.9411764705882352,0.17647058823529413,1.7352941176470589,2.2058823529411766,29.8,15.6,0.471,0.387,0.813,1.0,0.0,,0.0,,,,,-0.1
beaslmi01,33.0,17.484848484848484,2.878787878787879,8.454545454545455,,12.4,1.2,1.2727272727272727,1.6363636363636365,2.878787878787879,,31.5,26.2,0.532,0.379,0.774,1.0,0.0,,,,,,,0.2
beckco01,33.0,5.802024496801372,0.5488687782805429,4.374061215998337,,4.725,5.0,1.7538461538461538,0.18788335847159374,2.6660130718954247,3.22493715434892,26.866666666666664,9.1,0.50375,0.315,0.6727500000000001,4.0,0.75,,,,,,,-0.1
bedfowi01,31.0,9.592376373626372,,3.30485347985348,,7.133333333333333,0.7000000000000001,0.34006410256410263,2.493269230769231,1.5539606227106226,2.5311126373626367,30.03333333333333,13.0,0.5680000000000001,,0.6123333333333334,3.0,0.0,,,,,,,0.1
bellch01,35.0,8.474441786283892,2.625772911299227,2.820463746779536,,4.45,2.65,0.8705802968960863,0.12480677217519323,,,27.2,10.5,0.44175,0.3447500000000001,0.77975,4.0,0.0,10.59,,3.12,31.5,38.0,15.0,1.0
bellra01,29.0,12.009975369458127,3.874425287356322,4.114655172413793,,4.175,2.0,1.0745484400656813,0.1537766830870279,2.354515599343185,2.8150041050903116,31.65,14.825,0.4345,0.35725,0.72525,4.0,0.0,,,,,,,2.8
bembrde01,33.666666666666664,12.617664628575444,3.849954318645021,4.897990020380912,1.3618490406915456,6.666666666666668,3.6,1.4311090027408817,0.7758802445709466,2.4760524281397145,2.4625061494131706,36.16666666666666,15.733333333333333,0.4563333333333333,0.313,0.626,3.0,0.0,,,,,,,-0.2
benimje01,32.0,6.371708341057966,0.8383784838091707,3.970545011432456,1.7580152715980717,6.55,1.725,0.4658107774069954,0.9928209198492152,2.2380664086639483,2.2519948862934123,23.65,9.625,0.47875,0.24600000000000002,0.66225,4.0,0.25,,,,,,,0.0
benjabe01,29.66666666666667,12.10841049382716,,5.459182098765432,,11.166666666666664,1.6333333333333335,0.6627314814814814,4.5677469135802475,2.6919753086419758,2.9515432098765437,35.56666666666667,17.5,0.5599999999999999,,0.7120000000000001,3.0,0.0,,,,,,,2.3
benjaco01,24.0,12.946956521739132,4.39304347826087,4.915652173913044,,4.5,1.75,1.4634782608695651,0.6008695652173913,3.391304347826087,3.4782608695652173,26.1,17.35,0.4855,0.304,0.6829999999999999,2.0,0.0,,,,,,,-0.1
bennean01,35.0,10.82857142857143,2.7428571428571433,5.057142857142857,2.4571428571428573,8.1,1.0,0.6857142857142857,1.2285714285714286,1.8571428571428568,2.2857142857142856,27.1,16.1,0.5329999999999999,0.375,0.701,1.0,0.0,,,,,,,-0.1
benneel01,31.0,9.60525894723093,2.0194471656217345,3.6373040752351096,,2.35,4.125,1.200971460292581,0.04825137147335423,4.5151515151515165,2.4249314263322885,27.6,11.825,0.449,0.37200000000000005,0.7045,4.0,0.0,,,,,,,0.1
bennema01,29.0,10.597402597402596,0.7792207792207791,5.873015873015873,,7.866666666666666,1.5666666666666664,1.0808080808080809,2.0505050505050506,2.7922077922077917,3.0158730158730163,31.6,15.8,0.5863333333333333,0.2993333333333333,0.5376666666666666,3.0,0.0,,,,,,,0.4
benneto01,29.5,12.713291517323775,4.925418160095579,4.1554360812425335,,2.375,5.1,1.3768219832735962,0.10038829151732376,2.348267622461171,2.4529569892473115,34.925,19.35,0.52675,0.49125,0.8420000000000001,4.0,0.0,,,,,,,-0.1
bennewi01,33.25,7.964735591206178,0.060606060606060615,3.839601901366608,,5.9750000000000005,1.15,0.9170825906120024,0.24982917409388,1.794021093285799,3.2757798573975045,27.95,10.425,0.46925,0.5,0.7075,4.0,0.0,,,,,,,-0.2
benoida01,33.0,8.651152073732717,0.3341013824884793,2.211981566820276,,7.05,0.7,,,,,27.9,10.65,0.511,0.3915,0.7525,2.0,1.0,,,,,,,1.2
bensoke02,33.75,8.854358237547892,0.20694444444444446,5.57194170771757,2.914285714285714,7.975,0.675,0.4891351943076081,2.677565681444992,1.3306376573617955,3.0285714285714285,31.85,13.675,0.55175,0.26366666666666666,0.6752500000000001,4.0,0.0,11.88,,3.35,31.5,36.0,12.0,0.0
besttr01,31.0,12.545402298850574,5.335426929392448,3.974137931034482,,3.1,5.6000000000000005,1.7678571428571428,0.12586206896551724,2.599589490968801,2.516995073891626,36.40000000000001,16.775000000000002,0.45725,0.39075,0.8,4.0,0.0,,,,,,,1.6
beverpa01,35.0,9.728571428571428,5.1571428571428575,3.8571428571428568,,5.55,2.75,1.5,0.4285714285714286,1.9714285714285715,,,13.0,0.4195,0.382,0.728,2.0,0.0,,,,,,,2.0
bhullsi01,32.5,6.416666666666668,0.0,4.221428571428572,2.6047619047619044,7.25,1.0499999999999998,0.10714285714285716,2.8976190476190475,1.6785714285714286,2.4261904761904765,25.35,10.25,0.6345000000000001,,0.5015,2.0,0.0,,,,,,,0.0
bibbymi01,34.5,11.413865546218489,5.342857142857143,3.910504201680672,,3.1,5.45,2.317647058823529,0.20294117647058826,2.9411764705882355,2.264705882352941,32.6,15.35,0.4545,0.3905,0.728,2.0,1.0,,,,,,,3.3
billuch01,27.5,13.094827586206893,5.666445623342176,6.455570291777189,,5.6,5.15,1.876657824933687,0.14588859416445624,3.736737400530504,2.3561007957559683,34.0,18.5,0.413,0.3775,0.8575,2.0,0.5,,,,,,,5.2
birdla01,31.33333333333333,23.14417016806723,,6.999212184873951,,13.233333333333334,4.6000000000000005,,,,,36.9,30.46666666666667,0.5333333333333333,,0.8213333333333334,3.0,0.0,,,,,,,6.1
blabuw01,29.5,8.256231671554254,,3.489846041055719,,5.25,,0.3465664711632453,1.593572825024438,1.890566959921799,2.700806451612904,,11.175,0.54175,,0.6255000000000001,4.0,0.0,,,,,,,-0.6
blackal01,28.66666666666667,13.922824302134647,0.5,6.279556650246307,,7.899999999999999,1.2333333333333334,,,,,37.43333333333333,20.33333333333333,0.5539999999999999,0.28600000000000003,0.7766666666666667,3.0,0.0,,,,,,,-0.1
blackja01,22.75,9.287243589743591,1.628974358974359,4.421073717948717,,2.85,3.75,,,,,27.875,12.175,0.44075,0.289,0.75475,4.0,0.0,,,,,,,0.0
blackro01,30.25,12.076785654093776,,3.851219669281405,,5.0,2.65,,,,,,15.25,0.51325,,0.716,4.0,0.0,,,,,,,1.9
blackta01,33.75,5.320650703463203,0.007575757575757577,3.2443452380952382,1.9637310606060605,4.65,0.3,0.5976325757575758,1.0636093073593074,1.1673227813852811,3.1462865259740265,20.625,8.35,0.6245,0.0,0.55725,4.0,0.5,,,,,,,0.1
blairde01,36.0,9.672586872586873,0.0,4.327799227799228,,10.7,1.05,1.6092664092664093,1.0397683397683395,1.5880308880308882,,,13.65,0.565,,0.6145,2.0,0.0,11.5,,3.45,26.0,33.0,18.0,1.3
blakest01,34.5,6.8221070148489495,3.5121735791090627,1.9850294418842809,,3.375,7.025,1.6950908858166918,0.2714733742959549,3.28191884280594,2.09044418842806,31.3,8.375,0.401,0.37925,0.76075,4.0,1.0,,,,,,,2.0
blalowi01,31.0,10.148484848484847,2.9747474747474745,2.8989898989898992,,3.1,5.033333333333333,1.914141414141414,0.10707070707070704,,,34.43333333333333,11.733333333333334,0.4166666666666667,0.36566666666666653,0.7133333333333333,3.0,0.0,11.08,,3.18,35.0,40.0,8.0,-0.2
blankla01,26.0,8.706845238095237,4.421977124183005,3.144739145658263,,2.95,2.075,1.6937806372549018,0.1594669117647059,1.7942270658263304,1.8578431372549018,21.925,10.9,0.4525,0.324,0.5667500000000001,4.0,0.0,,,,,,,0.1
blantri01,32.25,8.5970763384755,1.7635416666666668,3.1482985480943735,,5.925,2.5,0.8624688067150635,0.14331140350877192,1.7560789095583786,1.9791808454325468,27.575,11.775,0.55775,0.433,0.69725,4.0,0.0,,,,,,,0.0
blaylmo01,35.25,14.719752306517012,6.0769230769230775,2.6914898826663536,,4.075,5.525,3.7945054945054943,0.3241758241758241,2.7249084249084246,2.295238095238095,36.65,18.200000000000006,0.49925,0.3795,0.69875,4.0,0.25,,,,,,,7.1
bledser01,37.0,8.432432432432432,3.45945945945946,3.3243243243243237,0.5135135135135135,3.1,2.9,1.4054054054054057,0.32432432432432434,3.027027027027027,2.216216216216216,30.3,11.3,0.462,0.383,0.667,1.0,1.0,,,,,,9.0,3.3
blounco01,27.5,8.0,0.05882352941176471,2.5854341736694675,,7.199999999999998,2.1,,,,,26.7,9.75,0.5145,0.0,0.561,2.0,0.0,,,,,,,0.6
blounma01,28.0,5.143039591315453,0.06896551724137931,2.9578544061302683,,4.9,0.65,0.4929757343550447,1.8448275862068968,2.276500638569604,3.0836526181353765,20.3,6.35,0.45,0.5,0.525,2.0,0.0,,,,,,,0.4
blueva01,35.333333333333336,7.832318873495343,1.814580967522144,3.054621848739496,1.0277386630327807,3.5,2.0,1.0311908547202664,0.13873873873873874,1.9768264062381709,1.7352108410931941,25.9,9.433333333333334,0.4203333333333333,0.24033333333333334,0.6906666666666665,3.0,0.6666666666666666,10.4,2.7000000000000006,3.14,28.0,37.5,4.0,0.0
bobbito01,29.5,8.637731481481481,5.664351851851852,1.5746527777777777,,2.6,1.2999999999999998,1.0833333333333333,0.06539351851851853,,,18.0,10.7,0.411,0.366,0.838,2.0,0.0,,,,,,1.0,0.0
boganke01,33.75,11.33896408942365,5.4902285724896025,3.5114425505050497,,4.075,2.325,1.1399147727272727,0.10980206476530006,2.2474515374331547,1.9619958778966131,28.95,14.2,0.4325,0.338,0.68725,4.0,1.0,11.43,,3.25,29.5,35.0,10.0,1.8
boguemu01,29.75,6.997306034482758,2.7241379310344827,2.0498383620689653,,2.5,6.675,2.345635775862069,0.03448275862068965,2.5336745689655173,2.3475215517241383,30.525,8.475000000000001,0.43975,0.443,0.7275,4.0,0.0,,,,,,,1.5
bogutan01,34.0,10.880519480519483,0.5238095238095238,4.653246753246753,,11.05,2.25,0.6978354978354978,1.5952380952380951,,,32.7,16.45,0.5985,0.36200000000000004,0.6659999999999999,2.0,0.5,12.06,,3.51,27.5,33.5,13.0,3.0
bohanet01,18.5,6.7559523809523805,,4.715773809523809,,6.5,0.825,0.5357142857142857,1.828869047619048,2.117559523809524,2.2574404761904763,20.025,9.95,0.4895,,0.55175,4.0,0.25,,,,,,,0.0
bolma01,31.0,16.0,,4.935483870967742,,13.5,1.4,0.25806451612903225,7.064516129032258,1.870967741935484,2.3225806451612905,,22.5,0.611,,0.595,1.0,0.0,,,,,,,0.4
bolomjo01,32.5,7.271273546273546,0.7666666666666667,5.0504709254709255,3.2104422604422598,10.225,0.7250000000000001,0.5605036855036856,1.3552825552825551,2.016134316134316,2.345597870597871,29.125,11.525,0.5279999999999999,0.5766666666666667,0.7140000000000001,4.0,0.0,10.26,2.86,3.17,37.5,40.5,,0.0
bondwa01,25.75,6.792908653846153,1.1697516025641026,1.73838141025641,,3.45,2.325,,,,,21.325,7.625,0.48725,0.22699999999999998,0.59775,4.0,0.25,,,,,,,0.1
boneyde01,28.0,11.088761174968074,3.2496807151979565,4.21455938697318,,4.7,1.9,2.2809706257982123,0.2132822477650064,1.7254150702426565,1.5421455938697315,29.55,15.0,0.508,0.355,0.6205,2.0,0.0,,,,,,,-0.1
bonnean01,33.25,10.825270562770562,0.3636363636363637,4.970066982566983,,10.65,1.95,1.3758745758745758,0.5316456066456067,2.3711009711009714,2.4537396162396163,32.6,14.85,0.54725,0.333,0.63325,4.0,0.0,,,,,,,1.7
bonnema01,32.75,8.963954056695991,3.2432388400130336,2.5863880742912997,,6.050000000000002,1.225,0.7286371782339525,0.4962732160312806,,,25.425,12.225,0.49425,0.37799999999999995,0.765,4.0,1.0,11.52,,3.32,27.0,32.0,20.0,2.2
bookede01,38.0,7.552631578947367,3.7105263157894735,1.6842105263157894,0.4473684210526316,2.0,1.1,0.4473684210526316,0.05263157894736842,0.9736842105263158,1.5263157894736843,21.5,10.0,0.47,0.411,0.828,1.0,1.0,10.27,2.75,3.28,27.5,34.5,8.0,-0.3
bookeme01,31.25,9.646354166666667,3.699952651515152,3.8153409090909087,,3.5250000000000004,3.9,1.1687973484848486,0.12168560606060608,2.550662878787879,2.4625,32.90000000000001,13.45,0.46299999999999997,0.38675,0.76975,4.0,0.5,,,,,,,-0.2
booketr01,33.5,9.239583333333332,0.5477941176470589,3.976613562091504,2.78125,7.949999999999998,1.7,1.0871119281045751,1.8486519607843137,1.9270833333333333,1.96875,30.8,12.975,0.56225,0.3356666666666667,0.6214999999999999,4.0,0.5,11.15,,3.1,31.0,36.0,22.0,1.4
boonejo01,34.333333333333336,6.530343886281169,0.0,3.464329704717201,,7.066666666666666,0.8333333333333334,0.5179433403242452,2.196844102666533,,,26.2,9.533333333333333,0.5756666666666667,,0.5386666666666667,3.0,0.0,,,,,,,0.3
boothca01,28.75,8.588062739463602,0.09114583333333333,3.557620929118774,,6.35,0.95,0.6319643997445722,3.695921136653896,2.0506598552575563,2.2788420604512556,28.03333333333333,11.2,0.5047499999999999,0.111,0.7015,4.0,0.0,,,,,,,0.8
boothke01,31.5,10.259160539215683,0.8341605392156863,6.551194852941176,,7.275,2.35,1.5328431372549018,0.5856924019607843,3.2057291666666665,3.239307598039216,30.75,14.15,0.455,0.25625000000000003,0.68825,4.0,0.5,,,,,,,0.0
boozeca01,33.666666666666664,8.673301820728291,0.009523809523809523,5.288060224089636,,7.166666666666668,1.1666666666666667,0.9496498599439775,0.717156862745098,1.5442927170868348,2.8493172268907565,25.899999999999995,14.833333333333336,0.6276666666666667,0.0,0.7383333333333333,3.0,1.0,,,,,,,4.3
borchcu01,22.0,5.901048005409058,0.5475997295469912,3.6825219743069635,,6.433333333333334,1.1,0.3767748478701825,2.02657200811359,1.2669371196754564,2.2160581473968897,19.966666666666665,8.966666666666667,0.4976666666666667,0.33433333333333337,0.71,3.0,1.0,,,,,,,0.0
boshch01,31.0,9.677419354838712,1.4838709677419355,5.612903225806452,,9.0,1.2,0.967741935483871,2.161290322580645,2.3225806451612905,2.3548387096774195,31.0,15.6,0.56,0.478,0.73,1.0,0.0,11.8,,3.3,30.5,33.0,9.0,3.5
boumtru01,31.66666666666667,7.29781687846204,0.01075268817204301,4.4245682632779415,,7.166666666666668,0.9,0.8351254480286738,2.5835777126099706,2.7266210492016945,2.7947214076246336,25.133333333333336,10.133333333333333,0.4896666666666667,0.0,0.6603333333333333,3.0,0.3333333333333333,11.839999999999998,,3.33,26.5,31.0,6.0,0.0
bowdlca01,29.5,6.484418075530607,1.2215092558762637,3.27310024800434,,6.3500000000000005,0.675,0.3507905138339921,1.768994752051018,1.4163114521170783,1.856183316541373,19.3,8.125,0.4215,0.2655,0.61675,4.0,0.0,,,,,,,-0.1
bowenbr01,25.25,8.133928571428571,1.3961640211640212,4.550595238095238,,5.125,1.975,,,,,26.725,10.6,0.42375,0.358,0.7145,4.0,0.0,,,,,,,2.7
bowenry01,30.0,5.740163968195113,0.4044055684767587,3.4461869342292037,,6.7,0.95,1.7172953112886369,1.0234061040512652,1.376872169975618,2.067804481597585,22.866666666666664,9.075,0.57175,0.282,0.6607500000000001,4.0,0.25,,,,,,,1.0
bowiean01,36.0,11.04015444015444,,2.7223938223938227,,5.199999999999998,5.0,1.5559845559845558,0.3382239382239382,2.2351351351351347,2.8332046332046334,34.0,13.35,0.5085,,0.7905,2.0,0.0,,,,,,,1.2
bowiesa01,32.0,9.816526610644258,,4.599439775910365,,8.799999999999997,1.3666666666666665,0.5238095238095238,2.305322128851541,2.362044817927171,2.9327731092436977,28.96666666666667,13.6,0.5223333333333334,,0.7353333333333333,3.0,0.0,,,,,,,1.1
bowmair01,24.5,6.127513227513227,1.4025573192239855,3.1584656084656078,,2.575,2.125,,,,,19.2,8.7,0.52475,0.2973333333333333,0.66875,4.0,0.0,,,,,,,0.0
boycedo01,26.75,15.435108872608874,3.941035816035816,6.783246845746845,,6.05,3.825,2.2905474155474157,1.0711996336996337,3.5379273504273505,3.2292684167684165,32.95,18.725,0.42100000000000004,0.3065,0.65425,4.0,0.0,,,,,,,0.0
boykiea01,30.5,14.217109288097888,4.247187847608454,5.2186381859473485,,2.2749999999999995,5.1,1.818675843529848,0.08313693455691509,2.803651433691756,1.5428763440860216,34.03333333333333,18.2,0.435,0.33925,0.79375,4.0,0.0,,,,,,,0.6
bozemce01,26.5,5.962439442278153,1.3140213281342314,1.770855488597424,,3.1500000000000004,3.625,0.6087675765095121,0.06512170625073851,,,29.03333333333333,6.6,0.4335,0.302,0.5325,4.0,0.25,,,,,,,-0.3
brackcr01,32.0,13.385416666666664,2.458333333333333,4.677083333333333,2.09375,7.666666666666668,1.6000000000000003,0.5416666666666666,1.03125,2.0416666666666665,2.0,35.1,16.033333333333335,0.44299999999999995,0.2913333333333334,0.7296666666666667,3.0,0.0,11.65,,3.39,26.0,35.0,6.0,-0.1
bradlav01,34.0,10.823529411764708,3.294117647058824,1.9411764705882355,0.9705882352941176,2.9,2.1,1.2941176470588236,0.5294117647058824,1.5294117647058822,2.3529411764705883,29.5,11.6,0.4320000000000001,0.375,0.545,1.0,0.0,11.47,,3.14,31.5,37.5,2.0,1.4
bradlmi01,33.333333333333336,6.568139712292937,0.3655913978494623,3.6351442167974426,,5.466666666666668,1.3666666666666665,0.6352531967451323,1.0390874745713454,2.2842197035745424,2.408456843940715,27.95,11.0,0.672,0.353,0.5196666666666667,3.0,0.6666666666666666,11.11,,3.35,27.0,30.0,13.0,-0.1
bradlsh01,34.0,10.617647058823527,0.029411764705882356,5.441176470588236,,7.7,1.2,0.6764705882352942,5.205882352941177,2.264705882352941,3.2058823529411766,28.9,14.8,0.518,1.0,0.6920000000000001,1.0,0.0,,,,,,,2.8
braggma01,26.0,5.481398809523809,,3.6030505952380962,,5.575,0.8,,,,,28.9,7.875,0.541,,0.45975,4.0,0.0,,,,,,,-0.4
braggto01,29.5,8.635632183908045,0.017241379310344827,5.401724137931034,,7.8,2.5,1.4419540229885055,0.3724137931034483,3.2758620689655173,3.310344827586207,30.9,13.45,0.5495,0.0,0.727,2.0,1.0,,,,,,,-0.1
bramlaj01,31.75,6.50042170473205,0.01619644723092999,3.279384982833258,,6.4,0.875,0.6772428720704582,0.8177750410509029,1.2268895855102748,2.5521769418321143,21.2,8.649999999999999,0.52225,0.0,0.50725,4.0,1.0,,,,,,,-0.2
brancad01,30.75,12.713486885900679,,4.9494158567434425,,4.4,,0.8733274530688324,0.40056250832112905,2.836098721874584,3.00753062175476,33.9,16.25,0.483,,0.7485,4.0,0.0,,,,,,,-0.1
