Name,G,FGA,3PA,FTA,ORB,TRB.1,AST.1,STL,BLK,TOV,PF,MP.1,PTS.1,FG%,3P%,FT%,Years,AP,LAT,SR,TQS,SVL,MVL,MBP,VORP_Max
kernejo01,19.5,4.384108946608947,0.14285714285714285,2.1984848484848483,,3.525,0.5499999999999999,0.5454545454545454,0.6818181818181818,,,21.5,6.4,0.51375,0.25,0.6839999999999999,4.0,0.0,,,,,,,0.0
kerrst01,32.25,7.788736584404559,5.2368421052631575,2.1408959647101624,,2.2,3.35,0.929306633519282,0.06215703068154256,1.318747347198642,1.1491708100897406,31.75,11.025,0.54575,0.573,0.8045,4.0,0.0,,,,,,,2.1
kerseje01,25.75,12.23541580400276,,5.0304951690821245,,11.3,2.625,2.465995514147688,1.3772118702553484,2.935559581320451,3.3025046008741663,,17.025,0.57375,,0.60825,4.0,0.0,,,,,,,3.6
kesslal01,30.75,9.908872954075958,0.6195773081201335,5.820351978388686,,7.25,0.925,0.5840696011441284,0.3473402987446369,2.1729361989512155,2.715781423804227,27.725,14.45,0.522,0.2145,0.7542500000000001,4.0,0.0,,,,,,,0.0
ketnela01,31.33333333333333,9.923730842911876,0.010101010101010102,3.876012277951933,,7.0,0.7999999999999999,0.3530781957506095,2.17092258794845,1.7863113897596654,3.1123301985370952,27.15,12.199999999999998,0.5006666666666667,0.0,0.597,3.0,0.0,,,,,,,0.0
keysra01,30.25,11.807133198106827,1.7166666666666668,2.4171182266009854,,5.875,0.95,1.012578479667729,0.6090963971795615,1.3405631218004443,3.171418912392543,28.025,13.2,0.474,0.29,0.6940000000000001,4.0,0.0,,,,,,,0.2
kiddgmi01,40.0,8.15,1.275,4.8,2.575,7.4,1.9,0.975,0.925,2.175,2.425,31.1,11.9,0.491,0.255,0.745,1.0,1.0,11.77,,3.18,32.0,35.5,6.0,0.8
kiddja01,29.5,10.814942528735633,3.798275862068966,5.127011494252875,,5.9,8.4,3.4632183908045984,0.2879310344827586,4.0810344827586205,2.541379310344828,33.45,14.85,0.4675,0.3240000000000001,0.6745000000000001,2.0,0.0,,,,,,,6.7
kiddwa01,27.66666666666667,9.043114909781577,,3.7094966761633423,,12.633333333333335,1.2666666666666666,,,,,30.5,14.1,0.6646666666666666,,0.5633333333333334,3.0,0.0,,,,,,,-0.4
kilpase01,35.0,12.092028162616398,6.4533045650692715,3.869804678628208,1.246939586645469,4.325,2.0,1.1857029298205772,0.16154326595503068,1.692874176697706,1.2995684760390644,30.825,15.4,0.4215,0.35200000000000004,0.7637499999999999,4.0,0.0,,,,,,,0.0
kimblbo01,26.0,16.834945436507937,6.3240740740740735,4.394650488400488,,4.65,1.6,1.8139117826617823,0.36163576007326,1.8458676739926736,2.788661858974359,26.85,21.6,0.473,0.39666666666666667,0.79375,4.0,0.0,,,,,,,0.0
kimbrst01,30.75,13.430079816017315,3.5400252525252527,3.6480045995671,,3.1500000000000004,,,,,,35.4,17.1,0.495,0.4113333333333333,0.7577499999999999,4.0,0.0,,,,,,,0.0
kingal01,29.5,14.108870967741936,,3.616647465437788,,6.05,2.6666666666666665,,,,,34.7,17.3,0.51275,,0.7610000000000001,4.0,0.0,,,,,,,0.0
kingbe01,25.33333333333333,18.073333333333334,,6.223076923076923,,13.2,2.1333333333333333,,,,,,25.8,0.5909999999999999,,0.7210000000000001,3.0,0.0,,,,,,,1.5
kingch01,28.25,11.962367724867725,0.6736772486772487,3.9792328042328036,,6.074999999999998,1.5499999999999998,0.9273809523809524,0.8710317460317459,2.3498015873015867,2.094444444444444,31.15,15.225,0.52,0.31475,0.643,4.0,0.0,,,,,,,-0.1
kingfr01,28.0,18.696428571428573,4.107142857142857,9.160714285714286,,7.4,2.75,1.8392857142857144,0.4107142857142857,3.946428571428571,2.5535714285714293,37.55,26.7,0.4845,0.345,0.7845,2.0,0.0,,,,,,,0.0
kingge02,27.5,11.852843915343914,0.07319223985890651,6.287367724867724,,7.175,1.25,1.6137566137566135,1.2076719576719577,2.3783068783068777,3.556216931216931,28.625,16.675,0.5277499999999999,0.3333333333333333,0.64325,4.0,0.0,,,,,,,0.4
kingji02,32.5,9.495200276996226,2.7090976175416404,2.926396068253033,,4.125,2.725,1.448767966585967,0.34189177153990996,2.5259820279613514,2.0860119631834944,31.675,11.925,0.48175,0.36475,0.6772499999999999,4.0,0.75,,,,,,,0.0
kingri01,31.0,8.030140034070055,0.14705882352941174,4.073024507608686,,6.075000000000001,1.775,0.5187313953794683,1.4529873861770413,2.1815404845323707,2.878360905490723,23.525,11.825,0.55675,0.4,0.68175,4.0,0.25,,,,,,,0.0
kingst01,28.5,11.305444555444556,,5.624479686979687,,6.574999999999998,0.95,,,,,24.475,15.325,0.47325,,0.6895,4.0,0.25,,,,,,,0.0
kinseta01,30.75,7.467317085326954,2.644983552631579,2.297014553429027,,3.0,1.45,1.0524048046251997,0.2555073763955343,,,22.975,8.8,0.40225,0.28800000000000003,0.64625,4.0,0.0,10.67,,3.3,29.0,35.5,5.0,-0.1
kirkal01,33.666666666666664,7.872321428571428,1.3838935574229694,2.9487570028011203,1.89375,6.833333333333332,0.6666666666666666,0.3560924369747899,1.6814950980392158,1.3147584033613444,2.2737745098039217,25.366666666666664,10.033333333333333,0.485,0.2563333333333333,0.6679999999999999,3.0,0.0,11.199999999999998,3.19,3.48,28.5,31.5,,0.0
kitegr01,28.0,5.482186473727422,,2.29214131773399,,7.3,1.075,0.4438321018062397,1.7589157430213465,1.5190322249589492,3.1460437192118222,24.925,6.025,0.42125,,0.498,4.0,0.0,,,,,,,0.2
kittlke01,30.5,13.881839225589228,5.704108796296296,3.6344960016835017,,5.800000000000002,3.325,2.2527514730639733,0.39356586700336704,2.034064604377104,1.5101273148148149,35.97499999999999,18.1,0.4782500000000001,0.39899999999999997,0.71375,4.0,0.5,,,,,,,3.5
kleinjo01,31.5,9.188698173234812,,4.5304161535303775,,6.824999999999998,0.625,0.6846110426929393,0.3964516625615763,2.7494047619047617,2.57499486863711,28.8,14.05,0.59475,,0.7190000000000001,4.0,0.0,,,,,,,0.1
kleizli01,24.5,10.759469696969695,2.430871212121212,5.5625,,8.0,1.2000000000000002,0.521780303030303,0.29261363636363635,,,27.3,13.6,0.4205,0.31099999999999994,0.6765,2.0,0.0,,,,,,,0.7
knighbr01,28.75,10.760077996715927,2.388957307060755,6.442816091954023,,3.825,6.775,2.592836617405583,0.11245894909688013,3.5135057471264366,2.8099343185550087,32.225,14.875,0.4125,0.31925,0.7969999999999999,4.0,0.25,,,,,,,2.7
knighbr02,31.75,9.546027091188384,5.01234464460271,3.58293883535819,,3.85,6.125,2.3599689289205417,0.4310885351207932,,,33.825,11.125,0.3955,0.31175,0.54425,4.0,0.0,,,,,,6.0,0.0
knighbr03,38.0,13.5,6.078947368421053,4.5,0.6578947368421053,4.0,4.2,0.6578947368421053,0.21052631578947367,3.1578947368421053,2.1842105263157894,35.9,17.3,0.423,0.377,0.795,1.0,1.0,10.74,,3.07,29.0,37.5,10.0,1.6
knighne01,30.5,11.704670119577308,2.3583611420096404,4.9275213199851695,,3.1000000000000005,4.45,1.3257033277715982,0.1058015850945495,2.850319220430108,2.6155085511679643,33.3,14.65,0.4300000000000001,0.3626666666666667,0.7295,4.0,0.0,,,,,,,-0.1
knightr01,31.0,4.8068738859180025,0.20833333333333331,1.5198863636363638,,5.725,1.1,0.5571524064171123,1.40625,1.4156082887700534,2.4327094474153297,17.950000000000006,5.9,0.4945,0.0,0.563,4.0,0.0,,,,,,,0.9
kofoeba01,31.33333333333333,14.600315126050418,3.3529411764705883,3.8800770308123256,,4.633333333333334,5.8,1.5992647058823528,0.029411764705882356,3.303308823529412,2.0625,,17.433333333333334,0.4873333333333333,0.333,0.6696666666666667,3.0,0.0,,,,,,,0.0
koncajo01,30.75,10.31026936026936,,4.429882154882153,,9.325,1.4,0.6014309764309765,2.207575757575757,2.2021043771043773,3.44040404040404,32.075,14.325,0.55025,,0.64625,4.0,0.0,,,,,,,1.5
kornefr01,29.25,5.715862094894352,0.0938054378914594,2.267216206732336,,4.35,0.75,0.5465751393170748,0.15466806192612642,1.0324397824397824,1.9382012849754784,19.85,7.550000000000002,0.5035000000000001,0.4286666666666667,0.68425,4.0,0.0,,,,,,,-0.2
korveky01,32.0,9.243461010971787,6.389195421507161,2.758324401469052,,5.2,2.35,1.3521690023971968,0.4543024694203701,1.8141735240334376,2.3216825327309607,27.75,14.075,0.47275,0.44875,0.89,4.0,0.25,11.42,,3.47,25.5,31.5,13.0,3.3
koufoko01,37.0,11.810810810810812,1.7027027027027026,2.702702702702702,,6.7,0.5,0.4324324324324325,1.8108108108108107,1.4864864864864864,,27.1,14.4,0.508,0.349,0.68,1.0,0.0,,,,,,,1.6
krystla01,30.0,10.217113095238094,,6.446875,,9.1,1.1,0.7880952380952381,0.2304315476190476,1.8125,2.071949404761905,30.15,16.55,0.53575,,0.77325,4.0,0.0,,,,,,,0.0
kurzro01,27.0,5.2703079178885615,1.4070660522273426,3.401881720430107,,5.324999999999998,1.1,0.4879206814690685,0.9869850579528,2.060606060606061,,20.65,8.225,0.44325,0.399,0.7517499999999999,4.0,0.0,,,,,,,0.0
labissk01,36.0,5.277777777777779,0.05555555555555555,1.7222222222222223,0.9722222222222222,3.1,0.3,0.25,1.6388888888888888,0.9166666666666666,3.0,15.8,6.6,0.516,0.0,0.6609999999999999,1.0,1.0,,,,,,,0.0
laettch01,37.0,9.780540293040293,1.1184925454662298,5.953054912923333,,7.725,1.825,1.6405541096330571,0.9748039971724182,2.6714639162007585,2.8660915108283533,27.3,16.625,0.596,0.5992500000000001,0.795,4.0,1.0,,,,,,,3.8
lafayol01,33.25,11.507677582274356,4.893328445747801,3.268695014662757,,5.0,1.95,2.8753665689149557,0.18572825024437928,,,30.35,13.375,0.4215,0.341,0.7085,4.0,0.0,,,,,,,0.0
lafrera01,32.75,11.349280518659075,0.2751265022137888,4.318332279148219,,9.1,0.65,0.7399826059456039,1.0542641787897955,1.802586267481903,2.4954670040059037,26.5,15.775,0.55225,0.331,0.69925,4.0,1.0,,,,,,,2.8
laimbbi01,24.5,5.850574712643678,,2.0606321839080457,,6.65,1.05,,,,,21.175,7.699999999999998,0.5345,,0.7092499999999999,4.0,0.0,,,,,,,3.9
lambdo01,39.0,8.875657894736841,3.8796052631578952,3.1782894736842104,0.4375,2.35,1.55,0.5269736842105264,0.10394736842105262,1.2078947368421054,2.018421052631579,29.8,13.0,0.4855,0.47600000000000003,0.8079999999999999,2.0,1.0,11.12,,3.41,29.0,33.5,2.0,-0.4
lambje01,37.5,11.237446197991392,4.627331420373027,2.4989239598278337,1.0803443328550932,4.7,1.65,1.0444763271162123,0.6137015781922526,1.6341463414634148,1.6187230989956958,32.5,14.4,0.4825,0.35200000000000004,0.8035000000000001,2.0,0.0,10.98,,3.25,31.5,38.0,5.0,0.4
lamplse01,30.75,10.745700452101662,0.6645928369718692,5.207588315955252,,7.15,2.375,0.6961500081459759,0.5703948082980341,3.0594147116324533,2.5530608504398833,32.166666666666664,14.225,0.48775,0.21675,0.6517499999999999,4.0,0.0,11.06,,3.12,36.0,40.0,12.0,-0.1
landrca01,29.5,10.577058823529411,0.6394117647058823,7.973529411764705,,7.199999999999998,1.2,1.0082352941176471,0.8305882352941176,,,30.35,18.55,0.6074999999999999,0.21650000000000005,0.7015,2.0,0.0,11.35,,3.29,31.5,36.5,21.0,0.9
landrma01,30.25,6.9520202020202015,1.3953598484848486,2.2796717171717167,,4.075,1.25,0.5487689393939394,0.7616792929292929,1.720959595959596,,,8.850000000000003,0.49025,0.361,0.667,4.0,0.5,,,,,,,-0.3
laneje01,31.0,8.870877855304999,0.23411534701857284,5.863529623262661,,10.266666666666667,2.2,1.1187177672160986,0.3661082459747644,2.2954573544117483,2.7426770485724874,31.7,12.933333333333332,0.5169999999999999,0.25,0.6243333333333333,3.0,0.0,,,,,,,0.6
langan01,30.25,6.039087995337996,,2.0086502039627043,,5.825,0.325,0.4379334207459207,2.121638257575757,1.3897326631701632,2.9949774184149187,22.075,7.05,0.4745,,0.5660000000000001,4.0,0.0,,,,,,,1.6
langan02,33.75,4.805766392578537,0.04554079696394687,3.1316677208517816,,4.324999999999998,0.675,0.5078009698503057,0.7893211047860004,1.4855181319839763,2.2771057347670247,22.6,7.525,0.5697500000000001,0.0,0.6405000000000001,4.0,1.0,,,,,,,0.0
langdtr01,34.0,10.084677419354838,5.847120397523622,3.2533805799934834,,2.825,1.85,0.8687275985663083,0.18440452916259367,1.5062452481807318,2.085369827305311,28.73333333333333,14.4,0.451,0.42625,0.85275,4.0,0.75,,,,,,,0.2
langfke01,34.0,10.07371700134858,2.3657716157716155,4.231102941629258,,4.3,2.45,0.950708312550418,0.4825392720129562,,,29.1,13.425,0.4917500000000001,0.31675,0.6509999999999999,4.0,1.0,11.38,,3.23,32.0,29.5,8.0,0.0
langhda01,30.5,8.688994716351504,3.0029842185761964,3.946812430478309,,4.65,0.7,0.4812563728216537,0.2149819243604004,1.6747365900383142,1.5532567049808428,27.399999999999995,12.55,0.4525,0.36975,0.8059999999999999,4.0,0.0,10.85,,3.24,31.0,34.5,12.0,-0.5
larkish01,34.0,8.477430555555555,3.907986111111111,2.649305555555556,0.5173611111111112,3.15,3.55,1.7673611111111112,0.08680555555555555,2.0763888888888893,1.6319444444444444,31.0,10.95,0.4195,0.3645,0.8170000000000001,2.0,0.0,10.64,3.03,3.08,34.5,44.0,12.0,-0.1
larueru01,26.75,4.166369047619049,2.8965773809523814,0.6279761904761905,,1.725,0.825,0.5589285714285714,0.04017857142857143,0.7376488095238095,1.0666666666666669,16.6,5.55,0.44,0.44875,0.8022499999999999,4.0,0.0,,,,,,,-0.1
lasmest01,29.5,5.2822156291983875,0.0,3.395917301089715,,6.3,0.875,0.7434038662486939,3.3195253022839237,,,24.05,8.375,0.583,,0.598,4.0,0.0,11.73,,3.22,29.5,36.0,17.0,-0.1
laudepr01,13.0,13.615384615384615,0.15384615384615385,3.615384615384616,,10.2,1.2,0.2307692307692308,2.6923076923076925,2.0,3.615384615384616,,20.1,0.684,0.0,0.404,1.0,0.0,,,,,,,-0.2
lavinza01,37.0,7.783783783783784,3.45945945945946,1.8378378378378382,0.4864864864864865,2.5,1.8,0.8918918918918919,0.16216216216216214,1.135135135135135,1.9729729729729732,24.4,9.4,0.441,0.375,0.691,1.0,1.0,10.42,2.8,3.19,33.5,41.5,,0.8
lawac01,30.5,10.496422798510086,2.6045593506219693,3.6283048703352314,,3.075,4.45,1.2843752196218992,0.015686274509803918,,,30.525,13.425,0.457,0.34700000000000003,0.75425,4.0,0.0,11.0,,3.22,29.0,34.0,8.0,-0.1
lawalga01,33.0,8.21423237753883,0.03042861409796893,4.990031362007169,2.9166666666666665,7.166666666666668,0.4333333333333333,0.6064814814814815,1.2816606929510157,2.13418458781362,2.1111111111111107,25.8,11.8,0.5516666666666666,0.0,0.5419999999999999,3.0,0.0,11.61,,3.24,27.0,31.5,20.0,0.0
lawsoja01,32.75,6.950646167557932,0.03125,5.482091131907308,,6.925000000000002,1.35,0.7346674465240641,2.8610739750445626,2.567179144385027,3.5418894830659537,29.125,11.925,0.58575,0.0,0.6892499999999999,4.0,0.75,,,,,,,0.1
lawsoty01,35.0,8.564160401002509,2.6563126566416035,4.135009398496241,,2.8666666666666667,5.8,1.7543076441102758,0.0931234335839599,2.036607142857143,,,13.166666666666664,0.5156666666666667,0.39633333333333337,0.7736666666666666,3.0,0.0,10.98,,3.12,29.0,36.5,14.0,2.8
laymaja01,35.25,7.7836361737677535,3.924424342105264,2.5990196846282374,1.1358931182121972,4.825,1.0750000000000002,0.88156067251462,0.804546522556391,1.4478239870509608,1.9384006892230576,28.175000000000004,10.325,0.44175,0.35949999999999993,0.74925,4.0,0.5,11.35,2.82,3.24,33.0,39.5,,-0.2
leboje01,33.25,8.238664215686274,,2.76769997771836,,2.45,,,,,,30.475,11.775,0.47825,,0.8327500000000001,4.0,0.0,,,,,,,0.0
leckner01,32.75,9.233457643114717,,4.764938302907369,,5.875,0.4,0.4612086573135002,1.2436172385620914,2.117647058823529,3.3751496647509582,28.75,14.55,0.61,,0.6722499999999999,4.0,0.0,,,,,,,-0.2
leeco01,31.75,13.549059139784946,4.811559139784946,3.6973118279569888,,5.25,2.225,1.9116039426523297,0.6065412186379928,2.333333333333333,,31.225,17.5,0.4625,0.40125,0.80775,4.0,0.0,,,,,,,1.5
leeda02,31.75,7.351043194037147,0.047379032258064516,4.047401942815249,,6.825,1.95,0.8909915689149561,0.8495234604105572,,,24.925,11.275,0.585,0.0,0.6647500000000001,4.0,0.75,10.8,,3.19,30.5,32.5,14.0,3.7
leedo01,29.0,6.208333333333334,3.1333333333333333,1.79375,,3.5,2.25,0.7416666666666667,0.03177083333333333,1.4442708333333334,2.0166666666666666,21.625,7.425000000000002,0.47625,0.383,0.6547499999999999,4.0,0.0,,,,,,,0.1
leeku01,30.5,10.878529597450619,4.901712613614727,3.893871569010612,,3.2,2.0,,,,,22.95,14.225,0.4085,0.385,0.76725,4.0,0.0,,,,,,,-0.3
leema01,31.33333333333333,7.344522814350401,2.6361350574712645,3.1470741901776385,0.9734848484848484,3.0,1.9,0.7581417624521073,0.2104340822013236,1.6831134622082902,2.368371212121212,33.95,9.466666666666667,0.4563333333333334,0.2823333333333333,0.6336666666666667,3.0,0.3333333333333333,11.199999999999998,,3.09,30.0,35.5,17.0,0.1
legleti01,30.25,10.9594731249143,5.254010695187166,2.1364860629566507,,3.825,2.025,0.9086979197273314,0.11084014025190496,1.3663787193198955,2.4506375976964208,31.5,13.575,0.48475,0.4475,0.7815,4.0,0.0,,,,,,,2.0
lenal01,30.0,6.399521531100478,0.12799043062200954,3.0586124401913874,2.252392344497608,6.6,0.8,0.19617224880382772,2.0944976076555024,1.5394736842105263,2.55622009569378,23.8,8.95,0.5435,0.0625,0.6365000000000001,2.0,0.0,,,,,,,0.4
lenarvo01,31.75,12.699092741935484,5.950268817204301,3.745562988758553,,3.825,2.5250000000000004,1.3612918499511242,0.3222598973607038,1.877772177419355,2.56899132453568,29.7,16.525,0.4465,0.3660000000000001,0.80425,4.0,0.25,,,,,,,2.5
leonaga01,33.0,4.554246357792883,,2.280358721424264,,3.9,,0.3352629378871773,0.6997320596458527,1.3353918542020722,1.92168355284798,16.45,6.275,0.55675,,0.5257499999999999,4.0,0.25,,,,,,,0.0
leonaka01,35.0,11.964869281045749,2.341503267973856,3.734477124183007,3.291666666666667,10.25,2.2,1.3995098039215683,0.6446078431372549,2.1879084967320264,2.4861111111111107,31.950000000000006,14.1,0.4495,0.248,0.7424999999999999,2.0,0.0,11.45,,3.15,25.5,32.0,3.0,6.2
leoname01,32.5,5.425662878787879,0.18702651515151514,2.2419507575757582,1.2921401515151516,4.699999999999998,0.75,0.3101325757575757,1.134469696969697,1.456439393939394,2.2263257575757582,20.0,7.85,0.5335,0.0455,0.7190000000000001,2.0,0.0,11.34,,3.41,30.0,32.5,19.0,0.5
lesji01,28.5,7.4656325156325165,,2.926154401154401,,2.825,7.450000000000001,1.4675685425685423,0.07407407407407407,2.7090909090909094,2.7495430495430493,36.8,9.275,0.4655,,0.7727499999999999,4.0,0.0,,,,,,,0.4
leslitr01,30.0,9.4060079705241,0.5910845426974459,3.5532245532245534,3.1544477028347995,5.966666666666666,2.0,1.103378700152894,0.6912675138481589,1.94504599343309,2.0029325513196485,30.8,11.833333333333336,0.4753333333333334,0.2823333333333333,0.7036666666666666,3.0,0.0,11.0,,3.1300000000000003,33.0,40.5,10.0,0.0
lettcl01,32.5,3.978297682709448,1.47979797979798,2.2482620320855613,,2.0,1.7,,,,,18.275,5.75,0.50375,0.4363333333333333,0.65175,4.0,0.0,,,,,,,-0.1
leuerjo01,30.75,8.818516042780749,2.1649119875222818,2.7563641934046346,1.5674019607843137,4.525,1.1,0.4204545454545454,0.7288742201426025,1.1366421568627452,2.144607843137255,31.15,11.35,0.4825,0.37975,0.66275,4.0,0.75,10.82,,3.36,29.5,36.5,14.0,1.3
leverca01,25.75,8.950443625443627,3.4995563745563745,2.9252047502047502,0.39327736827736826,3.9,3.075,1.0371962871962872,0.2299413049413049,1.453009828009828,1.4516857766857767,27.85,11.65,0.42025,0.39025,0.71775,4.0,0.5,,,,,,,0.0
leverfa01,28.25,8.307710727969349,,3.5753056011676705,,4.025,3.975,,,,,30.475,10.175,0.44375,,0.7445,4.0,0.0,,,,,,,5.4
levincl01,30.33333333333333,12.128874956461162,,4.856147683733892,,10.566666666666666,1.6333333333333335,,,,,32.06666666666666,16.066666666666666,0.5363333333333333,,0.6216666666666667,3.0,0.0,,,,,,,1.1
lewisce01,29.33333333333333,4.628707712041045,,2.8169793169793174,,4.733333333333333,0.4,,,,,20.433333333333334,6.066666666666667,0.4913333333333333,,0.5203333333333333,3.0,0.0,,,,,,,0.0
lewisma01,35.0,12.196560196560194,2.781326781326781,6.663800163800162,,7.25,1.65,,,,,,20.05,0.601,0.334,0.6544999999999999,2.0,0.0,,,,,,,0.0
lewisqu01,31.75,10.696428571428571,3.001719576719577,3.013227513227513,,4.0,1.5,0.9416666666666668,0.5630952380952381,1.6246913580246911,2.4994708994709,21.7,13.075,0.4617500000000001,0.33475,0.69975,4.0,0.25,,,,,,,-0.1
lewisra01,29.0,10.860787730414746,,5.481782834101383,,8.275,,1.7125518433179727,0.8184461405529955,1.8559427803379416,2.5621759792626726,33.5,15.375,0.5205,,0.6912499999999999,4.0,0.0,,,,,,,0.0
lewisre01,30.5,17.23895242398962,3.1379310344827585,6.4493511308861695,,7.95,1.75,1.8595001390433812,1.2820216907675197,2.7400114710789767,2.669245342046718,34.349999999999994,22.25,0.4985000000000001,0.33,0.7495,4.0,0.0,,,,,,,3.5
liberma01,32.5,10.396551724137929,0.5287356321839081,3.3414750957854404,,5.5,1.25,1.0795019157088124,0.5871647509578544,1.5847701149425286,2.3855363984674334,26.9,13.1,0.49200000000000005,0.4405,0.772,2.0,1.0,,,,,,,0.1
lichtto01,31.0,12.265530303030305,2.487373737373737,5.601082251082251,,5.25,2.45,1.2647727272727272,0.20871212121212124,2.4150974025974024,2.2365800865800867,33.075,18.75,0.5365,0.4756666666666667,0.8380000000000001,4.0,0.25,,,,,,,0.2
liggide01,33.333333333333336,4.5871235036389315,1.8279161854479455,1.8945810189004382,0.5998185117967332,2.8666666666666667,2.033333333333333,0.8758180718253313,0.4789821994903664,1.4354341967772095,1.9609800362976408,23.450000000000006,5.533333333333334,0.40166666666666667,0.31466666666666665,0.637,3.0,0.6666666666666666,,,3.33,27.0,31.0,6.0,0.2
lillada01,26.0,12.336542338709677,5.95413306451613,5.959425403225807,0.4953629032258065,4.175,3.45,1.2655745967741936,0.18533266129032255,2.439415322580645,2.0361559139784946,32.43333333333333,18.4,0.4425,0.38025,0.8595,4.0,0.0,11.15,,3.34,34.5,39.5,13.0,5.2
linje01,28.75,9.10925697865353,2.803858784893268,4.307512315270936,0.8275862068965517,4.300000000000002,3.55,1.9525451559934317,0.6047413793103449,3.229720853858785,2.931034482758621,32.2,12.9,0.47100000000000003,0.32525000000000004,0.7345,4.0,0.0,,,,,,,1.5
listeal01,27.33333333333333,9.276942725218587,,3.8263909355863377,,8.333333333333334,1.6,,,,,27.33333333333333,12.066666666666668,0.5206666666666667,,0.6029999999999999,3.0,0.0,,,,,,,0.0
livinra01,14.5,8.973557692307693,2.800480769230769,3.3990384615384617,,3.15,7.35,2.2884615384615383,0.17067307692307693,4.110576923076923,2.1033653846153846,29.45,10.05,0.3634999999999999,0.179,0.7330000000000001,2.0,0.0,,,,,,,0.0
llamaho01,28.5,11.69396551724138,0.2315270935960591,5.0215517241379315,,9.4,2.2,,,,,28.75,16.3,0.5425,0.125,0.7050000000000001,2.0,0.0,,,,,,,0.0
lloydle01,28.0,20.2816091954023,,8.232439335887612,,12.5,,,,,,36.95,28.25,0.5489999999999999,,0.7244999999999999,2.0,0.0,,,,,,,-0.1
lockhia01,27.5,5.622413793103449,,2.51568144499179,,5.75,0.475,,,,,18.325,7.449999999999998,0.5122500000000001,,0.60575,4.0,0.0,,,,,,,0.0
lohaubr01,28.75,4.854017857142857,1.0535714285714284,1.6352678571428572,,4.175,0.925,0.3649553571428572,0.5292410714285714,1.4160714285714286,1.4986607142857142,20.666666666666664,5.75,0.42125,0.6735,0.67425,4.0,0.0,,,,,,,1.0
longar01,32.5,9.290719696969695,0.1387310606060606,2.600378787878788,,8.65,0.95,,,,,26.05,10.6,0.4865,0.1,0.5565,2.0,0.0,,,,,,,0.0
longgr01,28.5,8.530304688925378,,4.557617223134464,,7.5,1.85,1.4911535303776682,0.5704593139937968,1.9241744207261449,2.9788245758073346,28.475,12.65,0.5485,,0.6857500000000001,4.0,0.0,,,,,,,3.6
longjo01,27.5,17.649170912101948,,3.330794843725878,,7.425,,,,,,29.2,19.625,0.4845,,0.7765,4.0,0.0,,,,,,,0.0
longllu01,33.0,9.111955691367458,0.06666666666666668,3.9433409727527375,,7.1,2.45,0.7054303539597657,2.57663610898905,2.6422523554876496,2.5075439266615733,28.025,13.625,0.5732499999999999,0.0,0.6745,4.0,0.0,,,,,,,0.9
looneke01,36.0,8.916666666666666,1.4722222222222223,4.083333333333333,3.388888888888889,9.2,1.4,1.2777777777777777,0.8888888888888888,1.25,2.888888888888889,30.9,11.6,0.47,0.415,0.626,1.0,0.0,,,,,,,0.3
lopezbr01,26.5,12.700854700854702,0.3995726495726496,4.842592592592593,,7.1,1.1,0.5078347578347578,1.9024216524216524,2.1481481481481484,,28.0,15.95,0.48200000000000004,0.1,0.7405,2.0,0.5,12.77,,3.57,27.5,30.5,7.0,3.0
lopezfe01,28.5,14.128554894179896,4.334408068783069,5.900504298941799,,5.875,2.425,1.1829117063492065,0.5443121693121693,3.3183421516754854,2.645943562610229,34.46666666666667,16.875,0.4137500000000001,0.2885,0.65725,4.0,0.0,,,,,,,0.1
lopezro01,33.5,6.864695340501791,0.030017921146953407,3.0752688172043015,,5.6,0.75,0.33064516129032256,2.330197132616488,1.75,,24.25,8.85,0.507,0.5,0.5985,2.0,0.5,,,,,,,3.3
lorthry01,29.0,8.904947036285778,1.8271354518819019,3.193373901284652,,2.5,2.6333333333333333,,,,,21.03333333333333,11.233333333333334,0.4833333333333333,0.3386666666666667,0.6803333333333333,3.0,0.0,,,,,,,-0.3
loveke01,39.0,10.410256410256409,2.102564102564102,6.615384615384616,,10.6,1.9,0.6923076923076923,1.4358974358974361,2.0,,29.6,17.5,0.5589999999999999,0.354,0.767,1.0,1.0,11.17,,3.22,29.5,35.0,18.0,7.3
lowesi01,30.0,5.925099206349207,,3.563368055555556,,2.9,,1.8191964285714284,0.05344742063492063,2.2378472222222223,2.2900545634920637,,8.55,0.46825,,0.7534999999999998,4.0,0.0,,,,,,,-1.0
lowryky01,28.5,6.96969696969697,0.731060606060606,3.875,,3.75,2.85,1.8125,0.2253787878787879,,,26.25,9.25,0.4435,0.3355,0.7104999999999999,2.0,1.0,,,,,,,6.3
lucasjo01,27.5,14.963988095238097,,3.4738095238095235,,3.45,,,,,,,18.425,0.52725,,0.7675,4.0,0.0,,,,,,,-0.4
lucasjo02,31.5,11.813528138528136,5.793885281385283,2.407792207792208,,2.55,4.25,1.2364177489177488,0.007575757575757577,,,34.75,14.825,0.4435,0.3765,0.86425,4.0,0.0,10.44,,3.14,29.0,34.0,4.0,0.4
lucaska01,35.25,11.19225928010758,2.822733918128655,4.516251915439222,0.5686274509803921,1.925,3.95,1.0252955249085278,0.07627552615942709,2.30534251180536,1.8012477718360071,32.25,14.2,0.42675,0.3745000000000001,0.7919999999999999,4.0,0.0,,,,,,,0.0
