Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Season,Name
19,STANFORD,20,250,31,81,1,6,9,13,,74,11,5,42,12,27,72,.383,.167,.692,12.5,3.6,3.7,0.6,1999-00,b/borchcu01
20,STANFORD,17,280,31,58,3,7,43,56,,72,12,5,19,21,42,108,.534,.429,.768,16.5,6.4,4.2,0.7,2000-01,b/borchcu01
21,STANFORD,29,896,171,297,11,27,138,206,,332,59,17,83,57,82,491,.576,.407,.670,30.9,16.9,11.4,2.0,2001-02,b/borchcu01
,,66,1426,233,436,15,40,190,275,,478,82,27,144,90,151,671,.534,.375,.691,21.6,10.2,7.2,1.2,Career,b/borchcu01
19,OKSTATE,32,828,145,236,0,0,55,85,,246,19,47,36,,,345,.614,,.647,25.9,10.8,7.7,0.6,2001-02,m/mcfariv01
20,OKSTATE,32,983,133,244,0,2,77,124,,251,32,40,27,,,343,.545,.000,.621,30.7,10.7,7.8,1.0,2002-03,m/mcfariv01
21,OKSTATE,35,1052,173,294,0,1,81,126,,236,60,39,54,,,427,.588,.000,.643,30.1,12.2,6.7,1.7,2003-04,m/mcfariv01
22,OKSTATE,33,1013,157,267,2,2,95,126,,245,53,44,37,,,411,.588,1.000,.754,30.7,12.5,7.4,1.6,2004-05,m/mcfariv01
,,132,3876,608,1041,2,5,308,461,,978,164,170,154,,,1526,.584,.400,.668,29.4,11.6,7.4,1.2,Career,m/mcfariv01
18,MICHIGAN,34,1088,229,412,14,54,56,113,,340,76,54,84,95,99,528,.556,.259,.496,32.0,15.5,10.0,2.2,1991-92,w/webbech01
19,MICHIGAN,36,1143,281,454,27,80,101,183,,362,90,49,91,105,102,690,.619,.338,.552,31.8,19.2,10.1,2.5,1992-93,w/webbech01
,,70,2231,510,866,41,134,157,296,,702,166,103,175,200,201,1218,.589,.306,.530,31.9,17.4,10.0,2.4,Career,w/webbech01
18,MICHIGANST,31,640,109,189,0,3,41,69,67,139,29,29,26,43,41,259,.577,.000,.594,20.6,8.4,4.5,0.9,2011-12,d/dawsobr01
19,MICHIGANST,36,969,139,262,0,5,43,80,77,212,47,57,33,73,58,321,.531,.000,.538,26.9,8.9,5.9,1.3,2012-13,d/dawsobr01
20,MICHIGANST,28,792,136,222,0,1,42,64,83,233,46,35,25,36,41,314,.613,.000,.656,28.3,11.2,8.3,1.6,2013-14,d/dawsobr01
21,MICHIGANST,35,1055,182,340,0,0,51,104,102,318,59,42,58,67,72,415,.535,,.490,30.1,11.9,9.1,1.7,2014-15,d/dawsobr01
,,130,3456,566,1013,0,9,177,317,329,902,181,163,142,219,212,1309,.559,.000,.558,26.6,10.1,6.9,1.4,Career,d/dawsobr01
19,WAKE,30,,135,311,32,81,114,142,,82,74,55,15,76,,416,.434,.395,.803,,13.9,2.7,2.5,2007-08,t/teaguje01
20,WAKE,31,,180,371,45,102,179,219,,102,110,58,20,104,,584,.485,.441,.817,,18.8,3.3,3.5,2008-09,t/teaguje01
,,61,,315,682,77,183,293,361,,184,184,113,35,180,,1000,.462,.421,.812,,16.4,3.0,3.0,Career,t/teaguje01
20,MEMPHIS,37,,88,209,42,115,50,79,,126,105,56,10,,,268,.421,.365,.633,,7.2,3.4,2.8,2005-06,a/anderan02
21,MEMPHIS,36,,101,259,26,106,59,93,,148,130,59,9,,,287,.390,.245,.634,,8.0,4.1,3.6,2006-07,a/anderan02
22,MEMPHIS,40,,113,277,51,153,65,114,,148,136,49,13,52,,342,.408,.333,.570,,8.6,3.7,3.4,2007-08,a/anderan02
23,MEMPHIS,37,,131,291,18,71,99,135,,178,166,53,17,85,,379,.450,.254,.733,,10.2,4.8,4.5,2008-09,a/anderan02
,,150,,433,1036,137,445,273,421,,600,537,217,49,137,,1276,.418,.308,.648,,8.5,4.0,3.6,Career,a/anderan02
18,DUKE,29,245,20,52,,,27,53,,33,21,13,1,29,32,67,.385,,.509,8.4,2.3,1.1,0.7,1988-89,d/davisbr02
19,DUKE,37,531,62,130,,,61,95,,80,28,25,6,38,61,185,.477,,.642,14.4,5.0,2.2,0.8,1989-90,d/davisbr02
20,DUKE,39,903,104,228,1,5,89,122,,158,63,39,8,60,83,298,.456,.200,.730,23.2,7.6,4.1,1.6,1990-91,d/davisbr02
21,DUKE,36,1111,140,291,8,39,114,154,,163,69,42,9,53,82,402,.481,.205,.740,30.9,11.2,4.5,1.9,1991-92,d/davisbr02
,,141,2790,326,701,9,44,291,424,,434,181,119,24,180,258,952,.465,.205,.686,19.8,6.8,3.1,1.3,Career,d/davisbr02
18,MICHIGANST,30,,175,382,,,161,205,,237,222,,,,,511,.458,,.785,,17.0,7.9,7.4,1977-78,j/johnsma02
19,MICHIGANST,32,1159,173,370,,,202,240,,234,269,,,,,548,.468,,.842,36.2,17.1,7.3,8.4,1978-79,j/johnsma02
,,62,1159,348,752,,,363,445,,471,491,,,,,1059,.463,,.816,36.2,17.1,7.6,7.9,Career,j/johnsma02
19,WMICHIGAN,27,512,66,118,0,0,27,50,,153,19,22,28,41,64,159,.559,,.540,19.0,5.9,5.7,0.7,1992-93,h/handlbe01
20,WMICHIGAN,28,687,98,219,1,1,51,74,,198,21,36,21,67,92,248,.447,1.000,.689,24.5,8.9,7.1,0.8,1993-94,h/handlbe01
21,WMICHIGAN,27,571,53,125,0,0,22,42,,83,3,12,30,31,75,128,.424,,.524,21.1,4.7,3.1,0.1,1994-95,h/handlbe01
22,WMICHIGAN,27,845,154,257,1,1,116,173,,238,43,39,41,80,76,425,.599,1.000,.671,31.3,15.7,8.8,1.6,1995-96,h/handlbe01
,,109,2615,371,719,2,2,216,339,,672,86,109,120,219,307,960,.516,1.000,.637,24.0,8.8,6.2,0.8,Career,h/handlbe01
19,MISSST,28,813,103,201,,,33,48,,140,,,,,,239,.512,,.688,29.0,8.5,5.0,,1984-85,b/brownra01
20,MISSST,30,989,158,289,,,39,67,,170,,,,,,355,.547,,.582,33.0,11.8,5.7,,1985-86,b/brownra01
22,IDAHO,30,1039,195,394,,,87,141,,184,,,,,,482,.495,,.617,34.6,16.1,6.1,,1987-88,b/brownra01
23,IDAHO,31,1023,192,370,,,96,144,,244,,,,,,480,.519,,.667,33.0,15.5,7.9,,1988-89,b/brownra01
,,119,3864,648,1254,,,255,400,,738,,,,,,1556,.517,,.638,32.5,13.1,6.2,,Career,b/brownra01
18,MURRAYST,30,591,81,166,18,50,86,109,,84,33,34,7,57,85,266,.488,.360,.789,19.7,8.9,2.8,1.1,1992-93,b/brownma01
19,MURRAYST,29,747,182,362,37,121,125,149,,111,79,57,10,40,86,526,.503,.306,.839,25.8,18.1,3.8,2.7,1993-94,b/brownma01
20,MURRAYST,30,973,219,429,44,119,189,211,,147,63,76,9,58,69,671,.510,.370,.896,32.4,22.4,4.9,2.1,1994-95,b/brownma01
21,MURRAYST,29,1080,254,536,74,175,185,220,,139,119,65,8,102,82,767,.474,.423,.841,37.2,26.4,4.8,4.1,1995-96,b/brownma01
,,118,3391,736,1493,173,465,585,689,,481,294,232,34,257,322,2230,.493,.372,.849,28.7,18.9,4.1,2.5,Career,b/brownma01
20,UNLV,40,1259,304,487,13,38,201,262,,457,84,65,56,110,128,822,.624,.342,.767,31.5,20.6,11.4,2.1,1989-90,j/johnsla02
21,UNLV,35,1113,308,465,17,48,162,198,,380,104,74,36,78,79,795,.662,.354,.818,31.8,22.7,10.9,3.0,1990-91,j/johnsla02
,,75,2372,612,952,30,86,363,460,,837,188,139,92,188,207,1617,.643,.349,.789,31.6,21.6,11.2,2.5,Career,j/johnsla02
20,XAVIER,29,896,148,265,0,1,107,148,,214,74,44,10,95,96,403,.558,.000,.723,30.9,13.9,7.4,2.6,1996-97,b/braggto01
21,XAVIER,30,,132,244,0,0,125,171,,246,72,41,12,,,389,.541,,.731,,13.0,8.2,2.4,1997-98,b/braggto01
,,59,896,280,509,0,1,232,319,,460,146,85,22,95,96,792,.550,.000,.727,30.9,13.4,7.8,2.5,Career,b/braggto01
19,VATECH,28,,107,285,46,151,42,61,,85,89,52,4,,,302,.375,.305,.689,,10.8,3.0,3.2,2003-04,d/dowdeza01
20,VATECH,30,,154,343,66,156,57,80,,94,82,48,6,,,431,.449,.423,.713,,14.4,3.1,2.7,2004-05,d/dowdeza01
21,VATECH,30,,164,393,54,151,78,112,,94,103,70,5,,,460,.417,.358,.696,,15.3,3.1,3.4,2005-06,d/dowdeza01
22,VATECH,34,,197,426,44,114,154,191,,122,106,71,7,,,592,.462,.386,.806,,17.4,3.6,3.1,2006-07,d/dowdeza01
,,122,,622,1447,210,572,331,444,,395,380,241,22,,,1785,.430,.367,.745,,14.6,3.2,3.1,Career,d/dowdeza01
18,STANFORD,33,653,93,147,,,91,132,,179,22,18,11,49,56,277,.633,,.689,19.8,8.4,5.4,0.7,1988-89,k/keefead01
19,STANFORD,30,1065,210,335,,,179,247,,272,41,23,18,71,72,599,.627,,.725,35.5,20.0,9.1,1.4,1989-90,k/keefead01
20,STANFORD,33,1204,252,414,2,4,203,267,,313,61,51,12,93,75,709,.609,.500,.760,36.5,21.5,9.5,1.8,1990-91,k/keefead01
21,STANFORD,29,1080,275,488,5,11,179,240,,355,86,49,14,96,63,734,.564,.455,.746,37.2,25.3,12.2,3.0,1991-92,k/keefead01
,,125,4002,830,1384,7,15,652,886,,1119,210,141,55,309,266,2319,.600,.467,.736,32.0,18.6,9.0,1.7,Career,k/keefead01
19,UCONN,33,678,48,99,0,0,36,57,,181,20,23,46,37,110,132,.485,,.632,20.5,4.0,5.5,0.6,1996-97,v/voskuja01
20,UCONN,37,,100,177,0,0,56,83,,262,27,25,49,,,256,.565,,.675,,6.9,7.1,0.7,1997-98,v/voskuja01
21,UCONN,34,728,66,129,0,0,54,87,,218,38,20,51,61,106,186,.512,,.621,21.4,5.5,6.4,1.1,1998-99,v/voskuja01
22,UCONN,34,778,109,191,0,0,71,104,,219,39,18,47,62,93,289,.571,,.683,22.9,8.5,6.4,1.1,1999-00,v/voskuja01
,,138,2184,323,596,0,0,217,331,,880,124,86,193,160,309,863,.542,,.656,21.6,6.3,6.4,0.9,Career,v/voskuja01
19,KENTUCKY,37,882,67,165,33,77,42,52,16,67,135,37,2,38,56,209,.406,.429,.808,23.8,5.6,1.8,3.6,2014-15,u/ulisty01
20,KENTUCKY,35,1288,192,442,55,160,167,195,19,105,246,51,4,69,64,606,.434,.344,.856,36.8,17.3,3.0,7.0,2015-16,u/ulisty01
,,72,2170,259,607,88,237,209,247,35,172,381,88,6,107,120,815,.427,.371,.846,30.1,11.3,2.4,5.3,Career,u/ulisty01
19,ARKANSAS,32,741,148,328,31,90,98,137,,129,49,48,27,73,86,425,.451,.344,.715,23.2,13.3,4.0,1.5,1988-89,d/dayto01
20,ARKANSAS,35,1008,237,483,71,176,139,183,,188,89,82,33,83,93,684,.491,.403,.760,28.8,19.5,5.4,2.5,1989-90,d/dayto01
21,ARKANSAS,38,1121,277,586,67,189,165,221,,201,111,85,25,99,93,786,.473,.354,.747,29.5,20.7,5.3,2.9,1990-91,d/dayto01
22,ARKANSAS,22,711,173,347,57,133,97,127,,155,70,56,17,62,56,500,.499,.429,.764,32.3,22.7,7.0,3.2,1991-92,d/dayto01
,,127,3581,835,1744,226,588,499,668,,673,319,271,102,317,328,2395,.479,.384,.747,28.2,18.9,5.3,2.5,Career,d/dayto01
22,GEORGETOWN,33,374,53,75,,,23,48,,109,5,11,75,30,61,129,.707,,.479,11.3,3.9,3.3,0.2,1988-89,m/mutomdi01
23,GEORGETOWN,31,797,129,182,,,73,122,,325,18,12,128,62,82,331,.709,,.598,25.7,10.7,10.5,0.6,1989-90,m/mutomdi01
24,GEORGETOWN,32,1090,170,290,,,147,209,,389,52,20,151,73,91,487,.586,,.703,34.1,15.2,12.2,1.6,1990-91,m/mutomdi01
,,96,2261,352,547,,,243,379,,823,75,43,354,165,234,947,.644,,.641,23.6,9.9,8.6,0.8,Career,m/mutomdi01
18,GEORGETOWN,32,903,114,277,3,12,37,60,,154,50,,,,,268,.412,.250,.617,28.2,8.4,4.8,1.6,1990-91,c/churcro01
19,GEORGETOWN,32,865,120,243,11,29,57,75,,153,42,,,,,308,.494,.379,.760,27.0,9.6,4.8,1.3,1991-92,c/churcro01
20,GEORGETOWN,33,1020,148,329,17,46,67,92,,201,58,,,,,380,.450,.370,.728,30.9,11.5,6.1,1.8,1992-93,c/churcro01
21,GEORGETOWN,31,857,115,270,17,43,53,72,,160,40,,,,,300,.426,.395,.736,27.6,9.7,5.2,1.3,1993-94,c/churcro01
,,128,3645,497,1119,48,130,214,299,,668,190,,,,,1256,.444,.369,.716,28.5,9.8,5.2,1.5,Career,c/churcro01
18,MURRAYST,36,733,121,243,54,112,77,99,12,81,56,31,1,60,69,373,.498,.482,.778,20.4,10.4,2.3,1.6,2009-10,c/canaais01
19,MURRAYST,32,900,112,269,58,144,93,125,15,61,76,34,3,64,58,375,.416,.403,.744,28.1,11.7,1.9,2.4,2010-11,c/canaais01
20,MURRAYST,33,1112,187,400,98,215,154,184,27,114,120,45,2,89,56,626,.468,.456,.837,33.7,19.0,3.5,3.6,2011-12,c/canaais01
21,MURRAYST,31,1131,215,499,94,254,152,185,19,110,133,47,4,98,58,676,.431,.370,.822,36.5,21.8,3.5,4.3,2012-13,c/canaais01
,,132,3876,635,1411,304,725,476,593,73,366,385,157,10,311,241,2050,.450,.419,.803,29.4,15.5,2.8,2.9,Career,c/canaais01
19,ARIZONAST,32,1030,209,344,9,24,180,245,,249,26,8,31,,,607,.608,.375,.735,32.2,19.0,7.8,0.8,2002-03,d/dioguik01
20,ARIZONAST,27,996,179,338,14,37,243,298,,241,44,13,47,,,615,.530,.378,.815,36.9,22.8,8.9,1.6,2003-04,d/dioguik01
21,ARIZONAST,32,1164,229,398,18,45,248,311,,312,43,18,75,,,724,.575,.400,.797,36.4,22.6,9.8,1.3,2004-05,d/dioguik01
,,91,3190,617,1080,41,106,671,854,,802,113,39,153,,,1946,.571,.387,.786,35.1,21.4,8.8,1.2,Career,d/dioguik01
18,NOTREDAME,24,230,41,78,,,16,33,,51,12,,,,,98,.526,,.485,9.6,4.1,2.1,0.5,1977-78,w/woolror01
19,NOTREDAME,30,752,145,253,,,41,56,,145,43,,,,,331,.573,,.732,25.1,11.0,4.8,1.4,1978-79,w/woolror01
20,NOTREDAME,27,835,124,212,,,81,117,,186,40,,,,,329,.585,,.692,30.9,12.2,6.9,1.5,1979-80,w/woolror01
21,NOTREDAME,28,924,156,240,,,90,135,,168,40,,,,,402,.650,,.667,33.0,14.4,6.0,1.4,1980-81,w/woolror01
,,109,2741,466,783,,,228,341,,550,135,,,,,1160,.595,,.669,25.1,10.6,5.0,1.2,Career,w/woolror01
18,DEPAUL,25,756,105,241,8,38,46,69,,181,24,19,39,,,264,.436,.211,.667,30.2,10.6,7.2,1.0,2005-06,c/chandwi01
19,DEPAUL,34,1078,194,431,39,117,70,107,,235,48,22,47,,,497,.450,.333,.654,31.7,14.6,6.9,1.4,2006-07,c/chandwi01
,,59,1834,299,672,47,155,116,176,,416,72,41,86,,,761,.445,.303,.659,31.1,12.9,7.1,1.2,Career,c/chandwi01
18,TULSA,29,587,127,239,,,57,67,,60,,41,11,58,37,311,.531,,.851,20.2,10.7,2.1,,1981-82,h/harrist01
19,TULSA,31,1119,233,443,,,104,119,,130,,68,7,70,71,574,.526,,.874,36.1,18.5,4.2,,1982-83,h/harrist01
20,TULSA,31,1043,271,468,,,113,142,,104,,83,3,74,58,655,.579,,.796,33.6,21.1,3.4,,1983-84,h/harrist01
21,TULSA,31,1069,273,499,,,186,215,,134,,79,7,62,70,732,.547,,.865,34.5,23.6,4.3,,1984-85,h/harrist01
,,122,3818,904,1649,,,460,543,,428,,271,28,264,236,2272,.548,,.847,31.3,18.6,3.5,,Career,h/harrist01
19,AUGUSTAST,21,194,51,73,0,0,9,22,23,51,4,1,12,23,40,111,.699,,.409,9.2,5.3,2.4,0.2,2005-06,s/silerga01
20,AUGUSTAST,31,702,166,241,0,0,73,121,85,211,24,14,74,59,112,405,.689,,.603,22.6,13.1,6.8,0.8,2006-07,s/silerga01
21,AUGUSTAST,34,904,211,277,0,0,95,164,114,264,40,12,89,72,117,517,.762,,.579,26.6,15.2,7.8,1.2,2007-08,s/silerga01
22,AUGUSTAST,35,939,225,285,0,0,116,177,103,271,30,13,90,63,119,566,.789,,.655,26.8,16.2,7.7,0.9,2008-09,s/silerga01
,,121,2739,653,876,0,0,293,484,325,797,98,40,265,217,388,1599,.745,,.605,22.6,13.2,6.6,0.8,Career,s/silerga01
18,TXCHRIST,30,613,88,187,,,52,98,,127,14,18,20,41,121,228,.471,,.531,20.4,7.6,4.2,0.5,1988-89,s/smithre01
19,TXCHRIST,29,763,115,260,,,74,117,,179,23,30,40,52,98,304,.442,,.632,26.3,10.5,6.2,0.8,1989-90,s/smithre01
20,TXCHRIST,28,1004,192,377,,,106,207,,274,51,24,43,60,98,490,.509,,.512,35.9,17.5,9.8,1.8,1990-91,s/smithre01
21,TXCHRIST,34,1135,225,426,0,2,158,257,,386,70,31,30,80,131,608,.528,.000,.615,33.4,17.9,11.4,2.1,1991-92,s/smithre01
,,121,3515,620,1250,0,2,390,679,,966,158,103,133,233,448,1630,.496,.000,.574,29.0,13.5,8.0,1.3,Career,s/smithre01
18,HASTINGS,28,,55,116,,,18,31,,75,,,,,,128,.474,,.581,,4.6,2.7,,1982-83,k/kofoeba01
21,NEKEARNEY,32,,288,566,,,102,146,,186,186,44,0,106,68,678,.509,,.699,,21.2,5.8,5.8,1985-86,k/kofoeba01
22,NEKEARNEY,34,,358,747,38,114,148,203,,184,198,62,2,112,68,902,.479,.333,.729,,26.5,5.4,5.8,1986-87,k/kofoeba01
,,94,,701,1429,38,114,268,380,,445,384,106,2,218,136,1708,.491,.333,.705,,18.2,4.7,5.8,Career,k/kofoeba01
19,ARIZONA,31,584,73,212,25,98,26,40,,48,44,21,1,,,197,.344,.255,.650,18.8,6.4,1.5,1.4,2001-02,b/bynumwi01
20,ARIZONA,8,133,21,59,13,37,7,12,,22,12,7,0,,,62,.356,.351,.583,16.6,7.8,2.8,1.5,2002-03,b/bynumwi01
21,GATECH,30,616,92,223,34,97,69,90,,65,75,28,1,,,287,.413,.351,.767,20.5,9.6,2.2,2.5,2003-04,b/bynumwi01
22,GATECH,32,873,128,322,49,158,96,126,,80,79,32,0,,,401,.398,.310,.762,27.3,12.5,2.5,2.5,2004-05,b/bynumwi01
,,101,2206,314,816,121,390,198,268,,215,210,88,2,,,947,.385,.310,.739,21.8,9.4,2.1,2.1,Career,b/bynumwi01
21,MINNESOTA,28,736,83,179,,,27,41,,181,15,,,,,193,.464,,.659,26.3,6.9,6.5,0.5,1986-87,c/cofferi01
22,MINNESOTA,28,823,108,211,,,44,74,,244,30,,,,,260,.512,,.595,29.4,9.3,8.7,1.1,1987-88,c/cofferi01
23,MINNESOTA,23,615,74,146,,,21,32,,199,21,,,,,169,.507,,.656,26.7,7.3,8.7,0.9,1988-89,c/cofferi01
24,MINNESOTA,30,866,116,203,,,35,53,,280,30,,,,,267,.571,,.660,28.9,8.9,9.3,1.0,1989-90,c/cofferi01
,,109,3040,381,739,,,127,200,,904,96,,,,,889,.516,,.635,27.9,8.2,8.3,0.9,Career,c/cofferi01
19,DARTMOUTH,25,362,42,101,0,2,33,50,,39,52,,,,,117,.416,.000,.660,14.5,4.7,1.6,2.1,1987-88,b/blackja01
20,DARTMOUTH,24,710,95,202,7,19,78,101,,65,116,,,,,275,.470,.368,.772,29.6,11.5,2.7,4.8,1988-89,b/blackja01
21,DARTMOUTH,16,508,66,144,21,38,58,71,,66,57,,,,,211,.458,.553,.817,31.8,13.2,4.1,3.6,1989-90,b/blackja01
22,DARTMOUTH,26,926,171,408,20,85,141,183,,78,116,,,,,503,.419,.235,.770,35.6,19.3,3.0,4.5,1990-91,b/blackja01
,,91,2506,374,855,48,144,310,405,,248,341,,,,,1106,.437,.333,.765,27.5,12.2,2.7,3.7,Career,b/blackja01
19,CLEMSON,36,,159,264,0,0,56,91,,232,38,32,78,,,374,.602,,.615,,10.4,6.4,1.1,2006-07,b/booketr01
20,CLEMSON,34,,151,272,5,15,67,117,,249,51,22,63,68,,374,.555,.333,.573,,11.0,7.3,1.5,2007-08,b/booketr01
21,CLEMSON,32,,189,331,9,22,104,147,,311,54,47,63,59,,491,.571,.409,.707,,15.3,9.7,1.7,2008-09,b/booketr01
22,CLEMSON,32,984,188,361,9,34,101,171,89,268,81,43,45,62,63,486,.521,.265,.591,30.8,15.2,8.4,2.5,2009-10,b/booketr01
,,134,984,687,1228,23,71,328,526,89,1060,224,144,249,189,63,1725,.559,.324,.624,30.8,12.9,7.9,1.7,Career,b/booketr01
19,LSU,16,550,81,185,20,65,42,62,,64,151,40,3,86,39,224,.438,.308,.677,34.4,14.0,4.0,9.4,1994-95,l/livinra01
20,LSU,13,318,24,83,1,20,30,38,,30,69,27,2,37,23,79,.289,.050,.789,24.5,6.1,2.3,5.3,1995-96,l/livinra01
,,29,868,105,268,21,85,72,100,,94,220,67,5,123,62,303,.392,.247,.720,29.9,10.4,3.2,7.6,Career,l/livinra01
21,DAYTON,32,963,150,295,,,72,108,,79,,29,1,73,109,372,.508,,.667,30.1,11.6,2.5,,1983-84,t/toneyse01
22,DAYTON,27,834,130,274,,,90,115,,78,,25,3,81,83,350,.474,,.783,30.9,13.0,2.9,,1984-85,t/toneyse01
,,59,1797,280,569,,,162,223,,157,,54,4,154,192,722,.492,,.726,30.5,12.2,2.7,,Career,t/toneyse01
18,GATECH,28,1020,201,462,73,166,93,106,,105,91,55,4,96,72,568,.435,.440,.877,36.4,20.3,3.8,3.3,1982-83,p/pricema01
19,GATECH,29,1078,191,375,,,70,85,,61,121,55,0,74,60,452,.509,,.824,37.2,15.6,2.1,4.2,1983-84,p/pricema01
20,GATECH,35,1302,223,462,,,137,163,,71,150,66,2,82,55,583,.483,,.840,37.2,16.7,2.0,4.3,1984-85,p/pricema01
21,GATECH,34,1204,233,441,,,124,145,,94,148,64,5,87,61,590,.528,,.855,35.4,17.4,2.8,4.4,1985-86,p/pricema01
,,126,4604,848,1740,73,166,424,499,,331,510,240,11,339,248,2193,.487,.440,.850,36.5,17.4,2.6,4.0,Career,p/pricema01
19,UNLV,34,884,117,204,2,2,75,116,,206,64,69,24,70,104,311,.574,1.000,.647,26.0,9.1,6.1,1.9,1987-88,a/augmost01
20,UNLV,37,1091,210,405,41,98,106,160,,274,101,59,27,89,104,567,.519,.418,.663,29.5,15.3,7.4,2.7,1988-89,a/augmost01
21,UNLV,39,1246,210,380,16,50,118,176,,270,143,69,49,91,96,554,.553,.320,.670,31.9,14.2,6.9,3.7,1989-90,a/augmost01
22,UNLV,35,1062,220,375,38,81,101,139,,255,125,78,28,62,76,579,.587,.469,.727,30.3,16.5,7.3,3.6,1990-91,a/augmost01
,,145,4283,757,1364,97,231,400,591,,1005,433,275,128,312,380,2011,.555,.420,.677,29.5,13.9,6.9,3.0,Career,a/augmost01
20,VANDY,24,311,26,57,0,0,14,25,,65,6,,,,,66,.456,,.560,13.0,2.8,2.7,0.3,1990-91,a/amaecjo01
21,VANDY,24,311,26,57,0,0,14,25,,65,6,10,11,26,36,66,.456,,.560,13.0,2.8,2.7,0.3,1991-92,a/amaecjo01
22,PENNST,27,897,114,241,15,48,130,182,,206,20,20,65,56,64,373,.473,.313,.714,33.2,13.8,7.6,0.7,1992-93,a/amaecjo01
23,PENNST,25,837,124,243,4,15,171,245,,223,37,22,58,64,59,423,.510,.267,.698,33.5,16.9,8.9,1.5,1993-94,a/amaecjo01
24,PENNST,32,1108,168,300,2,6,176,260,,316,55,21,68,100,67,514,.560,.333,.677,34.6,16.1,9.9,1.7,1994-95,a/amaecjo01
,,132,3464,458,898,21,69,505,737,,875,124,73,202,246,226,1442,.510,.304,.685,26.2,10.9,6.6,0.9,Career,a/amaecjo01
18,DETROIT,32,800,91,218,26,68,61,75,,83,60,22,10,49,62,269,.417,.382,.813,25.0,8.4,2.6,1.9,1999-00,g/greenwi01
19,DETROIT,33,1012,167,352,32,86,70,97,,166,80,32,3,66,82,436,.474,.372,.722,30.7,13.2,5.0,2.4,2000-01,g/greenwi01
20,DETROIT,29,888,147,341,25,88,77,115,,122,55,23,9,63,75,396,.431,.284,.670,30.6,13.7,4.2,1.9,2001-02,g/greenwi01
21,DETROIT,30,1021,244,498,37,99,153,190,,148,75,40,13,68,71,678,.490,.374,.805,34.0,22.6,4.9,2.5,2002-03,g/greenwi01
,,124,3721,649,1409,120,341,361,477,,519,270,117,35,246,290,1779,.461,.352,.757,30.0,14.3,4.2,2.2,Career,g/greenwi01
18,VANDY,31,716,109,233,72,149,48,60,8,69,30,14,5,23,36,338,.468,.483,.800,23.1,10.9,2.2,1.0,2009-10,j/jenkijo01
19,VANDY,32,1105,190,411,100,245,144,161,17,95,39,24,11,52,44,624,.462,.408,.894,34.5,19.5,3.0,1.2,2010-11,j/jenkijo01
20,VANDY,35,1177,217,458,134,305,128,153,16,101,42,29,11,55,42,696,.474,.439,.837,33.6,19.9,2.9,1.2,2011-12,j/jenkijo01
,,98,2998,516,1102,306,699,320,374,41,265,111,67,27,130,122,1658,.468,.438,.856,30.6,16.9,2.7,1.1,Career,j/jenkijo01
20,MICHIGAN,39,769,134,224,0,0,23,52,99,246,25,42,28,47,92,291,.598,,.442,19.7,7.5,6.3,0.6,2012-13,m/mcgarmi01
21,MICHIGAN,8,198,30,55,0,2,16,24,23,66,12,15,6,13,25,76,.545,.000,.667,24.8,9.5,8.3,1.5,2013-14,m/mcgarmi01
,,47,967,164,279,0,2,39,76,122,312,37,57,34,60,117,367,.588,.000,.513,20.6,7.8,6.6,0.8,Career,m/mcgarmi01
18,ARKANSAS,35,,150,351,73,189,112,138,,156,110,61,14,,,485,.427,.386,.812,,13.9,4.5,3.1,2006-07,b/beverpa01
19,ARKANSAS,35,,136,330,65,172,85,132,,231,84,44,16,69,,422,.412,.378,.644,,12.1,6.6,2.4,2007-08,b/beverpa01
,,70,,286,681,138,361,197,270,,387,194,105,30,69,,907,.420,.382,.730,,13.0,5.5,2.8,Career,b/beverpa01
18,MISSST,27,781,139,303,,,42,51,,90,39,12,2,39,87,320,.459,,.824,28.9,11.9,3.3,1.4,1979-80,m/malonje01
19,MISSST,27,999,219,447,,,105,128,,113,43,19,1,55,85,543,.490,,.820,37.0,20.1,4.2,1.6,1980-81,m/malonje01
20,MISSST,27,1001,225,410,,,52,70,,111,20,30,0,39,71,502,.549,,.743,37.1,18.6,4.1,0.7,1981-82,m/malonje01
21,MISSST,29,1070,323,608,,,131,159,,106,66,26,2,49,62,777,.531,,.824,36.9,26.8,3.7,2.3,1982-83,m/malonje01
,,110,3851,906,1768,,,330,408,,420,168,87,5,182,305,2142,.512,,.809,35.0,19.5,3.8,1.5,Career,m/malonje01
18,MICHIGANST,37,,45,81,0,1,32,52,,122,31,21,9,24,,122,.556,.000,.615,,3.3,3.3,0.8,2008-09,g/greendr01
19,MICHIGANST,37,945,139,265,2,16,86,128,81,286,112,45,34,62,111,366,.525,.125,.672,25.5,9.9,7.7,3.0,2009-10,g/greendr01
20,MICHIGANST,34,1023,147,345,37,101,97,142,84,294,141,60,38,79,114,428,.426,.366,.683,30.1,12.6,8.6,4.1,2010-11,g/greendr01
21,MICHIGANST,37,1229,212,472,52,134,125,173,79,394,141,54,35,112,105,601,.449,.388,.723,33.2,16.2,10.6,3.8,2011-12,g/greendr01
,,145,3197,543,1163,91,252,340,495,244,1096,425,180,116,277,330,1517,.467,.361,.687,29.6,10.5,7.6,2.9,Career,g/greendr01
