Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Season,Name
20,FLORIDA,31,883,150,292,40,105,71,107,,238,46,25,13,,,411,.514,.381,.664,28.5,13.3,7.7,1.5,2000-01,b/bonnema01
21,FLORIDA,31,876,182,355,46,124,74,93,,224,48,23,22,,,484,.513,.371,.796,28.3,15.6,7.2,1.5,2001-02,b/bonnema01
22,FLORIDA,33,1037,182,357,63,133,74,101,,201,49,35,20,,,501,.510,.474,.733,31.4,15.2,6.1,1.5,2002-03,b/bonnema01
,,131,3281,580,1154,165,418,245,331,,778,158,94,64,,,1570,.503,.395,.740,25.0,12.0,5.9,1.2,Career,b/bonnema01
19,DUKE,40,912,91,198,,,54,86,,221,60,39,9,69,119,236,.460,,.628,22.8,5.9,5.5,1.5,1985-86,f/ferryda01
20,DUKE,33,1094,172,383,25,63,92,109,,256,141,31,18,112,95,461,.449,.397,.844,33.2,14.0,7.8,4.3,1986-87,f/ferryda01
21,DUKE,35,1138,247,519,38,109,135,163,,266,139,44,24,100,94,667,.476,.349,.828,32.5,19.1,7.6,4.0,1987-88,f/ferryda01
22,DUKE,35,1163,300,575,45,106,146,193,,260,166,55,20,115,86,791,.522,.425,.756,33.2,22.6,7.4,4.7,1988-89,f/ferryda01
,,143,4307,810,1675,108,278,427,551,,1003,506,169,71,396,394,2155,.484,.388,.775,30.1,15.1,7.0,3.5,Career,f/ferryda01
19,KENTUCKY,34,,95,227,44,121,61,68,,96,51,32,2,,,295,.419,.364,.897,,8.7,2.8,1.5,2006-07,m/meeksjo01
20,KENTUCKY,11,,27,88,16,50,27,34,,29,16,6,1,12,,97,.307,.320,.794,,8.8,2.6,1.5,2007-08,m/meeksjo01
21,KENTUCKY,36,,263,568,117,288,211,234,,122,63,48,5,96,,854,.463,.406,.902,,23.7,3.4,1.8,2008-09,m/meeksjo01
,,81,,385,883,177,459,299,336,,247,130,86,8,108,,1246,.436,.386,.890,,15.4,3.0,1.6,Career,m/meeksjo01
19,PENNST,16,428,74,152,,,55,67,,81,21,,,,,203,.487,,.821,26.8,12.7,5.1,1.3,1985-86,h/hovasto01
20,PENNST,27,753,138,320,36,96,40,68,,139,47,,,,,352,.431,.375,.588,27.9,13.0,5.1,1.7,1986-87,h/hovasto01
21,PENNST,27,,141,321,62,150,44,55,,182,59,,,,,388,.439,.413,.800,,14.4,6.7,2.2,1987-88,h/hovasto01
22,PENNST,29,911,179,408,74,170,84,106,,217,58,,,,,516,.439,.435,.792,31.4,17.8,7.5,2.0,1988-89,h/hovasto01
,,99,2092,532,1201,172,416,223,296,,619,185,,,,,1459,.443,.413,.753,29.1,14.7,6.3,1.9,Career,h/hovasto01
18,PACIFIC,28,583,67,179,25,80,26,35,,104,69,10,6,43,,185,.374,.313,.743,20.8,6.6,3.7,2.5,1988-89,d/dempsde01
19,PACIFIC,29,993,159,326,50,120,94,133,,137,95,19,9,69,56,462,.488,.417,.707,34.2,15.9,4.7,3.3,1989-90,d/dempsde01
20,PACIFIC,28,977,185,407,73,175,83,124,,155,93,20,1,80,54,526,.455,.417,.669,34.9,18.8,5.5,3.3,1990-91,d/dempsde01
21,PACIFIC,30,1044,187,402,82,209,113,163,,173,93,22,9,78,66,569,.465,.392,.693,34.8,19.0,5.8,3.1,1991-92,d/dempsde01
,,115,3597,598,1314,230,584,316,455,,569,350,71,25,270,176,1742,.455,.394,.695,31.3,15.1,4.9,3.0,Career,d/dempsde01
18,WISCONSIN,25,330,47,102,,,10,18,,47,,10,0,20,42,104,.461,,.556,13.2,4.2,1.9,,1981-82,r/rothsc01
19,WISCONSIN,28,710,59,156,,,43,60,,94,,19,0,57,64,162,.378,,.717,25.4,5.8,3.4,,1982-83,r/rothsc01
20,WISCONSIN,28,973,151,304,,,76,96,,83,,43,0,58,64,378,.497,,.792,34.8,13.5,3.0,,1983-84,r/rothsc01
21,WISCONSIN,28,927,198,365,,,117,156,,86,,26,4,73,57,513,.542,,.750,33.1,18.3,3.1,,1984-85,r/rothsc01
,,109,2940,455,927,,,246,330,,310,,98,4,208,227,1157,.491,,.745,27.0,10.6,2.8,,Career,r/rothsc01
19,VIRGINIA,33,996,166,372,0,1,105,151,,192,8,18,15,59,82,437,.446,.000,.695,30.2,13.2,5.8,0.2,1991-92,b/burroju01
20,VIRGINIA,31,887,178,406,0,4,97,152,,224,20,33,27,71,86,453,.438,.000,.638,28.6,14.6,7.2,0.6,1992-93,b/burroju01
21,VIRGINIA,31,977,179,442,12,37,95,149,,218,28,28,28,75,88,465,.405,.324,.638,31.5,15.0,7.0,0.9,1993-94,b/burroju01
22,VIRGINIA,34,1079,236,471,1,4,142,200,,295,55,32,26,74,83,615,.501,.250,.710,31.7,18.1,8.7,1.6,1994-95,b/burroju01
,,129,3939,759,1691,13,46,439,652,,929,111,111,96,279,339,1970,.449,.283,.673,30.5,15.3,7.2,0.9,Career,b/burroju01
18,ARIZONA,34,1110,151,339,67,170,89,127,,109,176,76,7,100,77,458,.445,.394,.701,32.6,13.5,3.2,5.2,1996-97,b/bibbymi01
19,ARIZONA,35,,209,450,77,199,108,143,,106,199,84,7,,,603,.464,.387,.755,,17.2,3.0,5.7,1997-98,b/bibbymi01
,,69,1110,360,789,144,369,197,270,,215,375,160,14,100,77,1061,.456,.390,.730,32.6,15.4,3.1,5.4,Career,b/bibbymi01
19,STMARYSCA,34,1236,121,310,74,186,96,113,34,119,153,40,0,67,76,412,.390,.398,.850,36.4,12.1,3.5,4.5,2009-10,d/dellama01
20,STMARYSCA,34,1199,142,340,68,181,104,118,37,123,180,42,1,80,70,456,.418,.376,.881,35.3,13.4,3.6,5.3,2010-11,d/dellama01
21,STMARYSCA,33,1236,157,352,60,169,138,161,19,109,212,28,2,96,57,512,.446,.355,.857,37.5,15.5,3.3,6.4,2011-12,d/dellama01
22,STMARYSCA,35,1273,170,421,86,225,127,149,23,118,223,40,4,99,61,553,.404,.382,.852,36.4,15.8,3.4,6.4,2012-13,d/dellama01
,,136,4944,590,1423,288,761,465,541,113,469,768,150,7,342,264,1933,.415,.378,.860,36.4,14.2,3.4,5.6,Career,d/dellama01
19,GONZAGA,34,531,46,100,19,57,31,37,3,45,73,32,2,37,64,142,.460,.333,.838,15.6,4.2,1.3,2.1,2010-11,s/stockda01
20,GONZAGA,33,554,37,96,20,51,29,49,3,34,79,27,2,49,38,123,.385,.392,.592,16.8,3.7,1.0,2.4,2011-12,s/stockda01
21,GONZAGA,35,654,48,118,15,52,17,31,5,60,119,53,1,43,47,128,.407,.288,.548,18.7,3.7,1.7,3.4,2012-13,s/stockda01
22,GONZAGA,36,1002,92,212,16,69,68,90,9,86,152,55,6,73,81,268,.434,.232,.756,27.8,7.4,2.4,4.2,2013-14,s/stockda01
,,138,2741,223,526,70,229,145,207,20,225,423,167,11,202,230,661,.424,.306,.700,19.9,4.8,1.6,3.1,Career,s/stockda01
19,KENTUCKY,34,,46,103,5,15,26,36,,85,9,9,20,26,,123,.447,.333,.722,,3.6,2.5,0.3,2008-09,h/harrejo01
20,KENTUCKY,22,88,12,26,2,4,2,2,9,27,0,2,7,6,8,28,.462,.500,1.000,4.0,1.3,1.2,0.0,2009-10,h/harrejo01
21,KENTUCKY,38,1083,127,208,2,10,33,56,140,329,30,35,57,28,91,289,.611,.200,.589,28.5,7.6,8.7,0.8,2010-11,h/harrejo01
,,94,1171,185,337,9,29,61,94,149,441,39,46,84,60,99,440,.549,.310,.649,19.5,4.7,4.7,0.4,Career,h/harrejo01
18,GEORGIA,27,,112,298,25,93,75,139,,133,78,66,8,,,324,.376,.269,.540,,12.0,4.9,2.9,2004-05,g/gainesu01
19,GEORGIA,30,,110,244,14,54,74,122,,154,101,60,6,,,308,.451,.259,.607,,10.3,5.1,3.4,2005-06,g/gainesu01
20,GEORGIA,32,,109,265,39,110,78,128,,183,154,72,8,,,335,.411,.355,.609,,10.5,5.7,4.8,2006-07,g/gainesu01
21,GEORGIA,34,,175,423,43,143,109,180,,204,143,61,3,89,,502,.414,.301,.606,,14.8,6.0,4.2,2007-08,g/gainesu01
,,123,,506,1230,121,400,336,569,,674,476,259,25,89,,1469,.411,.303,.591,,11.9,5.5,3.9,Career,g/gainesu01
19,KENTUCKY,38,1078,161,324,68,140,79,100,19,75,62,22,6,50,85,469,.497,.486,.790,28.4,12.3,2.0,1.6,2010-11,l/lambdo01
20,KENTUCKY,40,1249,175,369,76,163,123,149,15,108,60,19,2,44,72,549,.474,.466,.826,31.2,13.7,2.7,1.5,2011-12,l/lambdo01
,,78,2327,336,693,144,303,202,249,34,183,122,41,8,94,157,1018,.485,.475,.811,29.8,13.1,2.3,1.6,Career,l/lambdo01
19,VANDY,26,425,51,102,,,24,35,,95,9,11,1,32,44,126,.500,,.686,16.3,4.8,3.7,0.3,1985-86,k/kornefr01
20,VANDY,27,246,20,45,1,1,18,24,,61,10,2,4,12,28,59,.444,1.000,.750,9.1,2.2,2.3,0.4,1986-87,k/kornefr01
21,VANDY,31,691,86,171,0,1,27,39,,133,33,27,4,31,74,199,.503,.000,.692,22.3,6.4,4.3,1.1,1987-88,k/kornefr01
22,VANDY,33,1047,220,388,2,7,112,184,,235,41,27,10,48,87,554,.567,.286,.609,31.7,16.8,7.1,1.2,1988-89,k/kornefr01
,,117,2409,377,706,3,9,181,282,,524,93,67,19,123,233,938,.534,.333,.642,20.6,8.0,4.5,0.8,Career,k/kornefr01
19,TULSA,21,309,43,100,,,24,30,,47,16,,,,,110,.430,,.800,14.7,5.2,2.2,0.8,1983-84,m/mckinca01
20,TULSA,31,470,81,173,,,18,28,,52,29,,,,,180,.468,,.643,15.2,5.8,1.7,0.9,1984-85,m/mckinca01
22,SMETHODIST,29,1011,193,417,29,76,29,41,,164,110,,,,,444,.463,.382,.707,34.9,15.3,5.7,3.8,1986-87,m/mckinca01
23,SMETHODIST,35,1197,243,483,35,84,40,57,,128,126,,,,,561,.503,.417,.702,34.2,16.0,3.7,3.6,1987-88,m/mckinca01
,,116,2987,560,1173,64,160,111,156,,391,281,,,,,1295,.477,.400,.712,25.8,11.2,3.4,2.4,Career,m/mckinca01
20,NARIZONA,26,602,103,177,,,50,83,,122,35,,,,,256,.582,,.602,23.2,9.8,4.7,1.3,1984-85,s/spencan01
21,NARIZONA,29,864,224,367,1,2,101,153,,174,60,,,,,550,.610,.500,.660,29.8,19.0,6.0,2.1,1985-86,s/spencan01
,,55,1466,327,544,1,2,151,236,,296,95,,,,,806,.601,.500,.640,26.7,14.7,5.4,1.7,Career,s/spencan01
17,NCSTATE,31,310,38,80,,,21,34,,67,13,8,6,13,30,97,.475,,.618,10.0,3.1,2.2,0.4,1985-86,b/brownch01
18,NCSTATE,34,629,81,138,0,1,61,80,,145,12,9,6,32,49,223,.587,.000,.763,18.5,6.6,4.3,0.4,1986-87,b/brownch01
19,NCSTATE,32,1024,226,395,1,6,77,121,,193,27,18,22,47,68,530,.572,.167,.636,32.0,16.6,6.0,0.8,1987-88,b/brownch01
20,NCSTATE,31,1051,210,383,6,21,81,125,,274,42,27,29,54,62,507,.548,.286,.648,33.9,16.4,8.8,1.4,1988-89,b/brownch01
,,128,3014,555,996,7,28,240,360,,679,94,62,63,146,209,1357,.557,.250,.667,23.5,10.6,5.3,0.7,Career,b/brownch01
19,BAYLOR,37,903,138,309,24,69,93,114,54,182,53,25,24,66,69,393,.447,.348,.816,24.4,10.6,4.9,1.4,2011-12,m/millequ01
,,37,903,138,309,24,69,93,114,54,182,53,25,24,66,69,393,.447,.348,.816,24.4,10.6,4.9,1.4,Career,m/millequ01
19,GEORGIA,29,554,99,201,9,26,64,105,,103,44,52,7,65,59,271,.493,.346,.610,19.1,9.3,3.6,1.5,1992-93,a/andersh01
20,GEORGIA,30,859,157,324,6,34,93,141,,168,114,59,10,109,87,413,.485,.176,.660,28.6,13.8,5.6,3.8,1993-94,a/andersh01
21,GEORGIA,29,861,153,330,18,58,56,97,,151,83,46,7,87,75,380,.464,.310,.577,29.7,13.1,5.2,2.9,1994-95,a/andersh01
22,GEORGIA,31,891,176,327,16,52,94,143,,171,83,56,15,78,73,462,.538,.308,.657,28.7,14.9,5.5,2.7,1995-96,a/andersh01
,,119,3165,585,1182,49,170,307,486,,593,324,213,39,339,294,1526,.495,.288,.632,26.6,12.8,5.0,2.7,Career,a/andersh01
19,WISCONSIN,8,15,1,4,0,0,0,0,2,5,0,0,0,0,1,2,.250,,,1.9,0.3,0.6,0.0,2010-11,d/dukandu01
20,WISCONSIN,13,41,4,7,0,2,1,4,1,7,2,3,0,3,2,9,.571,.000,.250,3.2,0.7,0.5,0.2,2011-12,d/dukandu01
22,WISCONSIN,38,309,41,82,15,41,10,14,19,57,11,3,1,8,32,107,.500,.366,.714,8.1,2.8,1.5,0.3,2013-14,d/dukandu01
23,WISCONSIN,38,605,60,155,29,91,31,46,28,98,24,8,3,25,48,180,.387,.319,.674,15.9,4.7,2.6,0.6,2014-15,d/dukandu01
,,97,970,106,248,44,134,42,64,50,167,37,14,4,36,83,298,.427,.328,.656,10.0,3.1,1.7,0.4,Career,d/dukandu01
20,MEMPHIS,34,1224,209,483,69,190,103,158,,237,188,86,45,125,92,590,.433,.363,.652,36.0,17.4,7.0,5.5,1991-92,h/hardaan01
21,MEMPHIS,32,1196,249,522,73,220,158,206,,273,204,76,39,109,86,729,.477,.332,.767,37.4,22.8,8.5,6.4,1992-93,h/hardaan01
,,66,2420,458,1005,142,410,261,364,,510,392,162,84,234,178,1319,.456,.346,.717,36.7,20.0,7.7,5.9,Career,h/hardaan01
19,SYRACUSE,34,1215,148,360,30,85,114,149,27,115,187,71,6,58,69,440,.411,.353,.765,35.7,12.9,3.4,5.5,2013-14,e/ennisty01
,,34,1215,148,360,30,85,114,149,27,115,187,71,6,58,69,440,.411,.353,.765,35.7,12.9,3.4,5.5,Career,e/ennisty01
18,MINNESOTA,13,108,9,32,,,13,21,,42,2,0,1,9,18,31,.281,,.619,8.3,2.4,3.2,0.2,1987-88,m/maxeyma01
20,UTEP,30,797,140,256,,,92,133,,235,19,22,38,47,82,372,.547,,.692,26.6,12.4,7.8,0.6,1989-90,m/maxeyma01
21,UTEP,17,450,81,158,,,82,114,,120,10,13,15,29,48,244,.513,,.719,26.5,14.4,7.1,0.6,1990-91,m/maxeyma01
22,UTEP,25,710,135,259,,,109,150,,184,11,13,22,35,65,379,.521,,.727,28.4,15.2,7.4,0.4,1991-92,m/maxeyma01
,,85,2065,365,705,,,296,418,,581,42,48,76,120,213,1026,.518,,.708,24.3,12.1,6.8,0.5,Career,m/maxeyma01
22,UNLV,31,423,22,44,0,0,14,29,,85,6,7,48,,,58,.500,,.483,13.6,1.9,2.7,0.2,2004-05,a/anthojo01
24,UNLV,37,669,80,134,0,0,32,53,,150,16,17,109,,,192,.597,,.604,18.1,5.2,4.1,0.4,2006-07,a/anthojo01
,,68,1092,102,178,0,0,46,82,,235,22,24,157,,,250,.573,,.561,16.1,3.7,3.5,0.3,Career,a/anthojo01
19,FLORIDA,30,752,163,366,,,72,105,,72,40,29,1,49,68,398,.445,,.686,25.1,13.3,2.4,1.3,1984-85,m/maxweve01
20,FLORIDA,33,1142,262,566,,,124,177,,147,81,47,14,89,80,648,.463,,.701,34.6,19.6,4.5,2.5,1985-86,m/maxweve01
21,FLORIDA,34,1086,266,548,45,128,161,217,,125,123,69,3,81,88,738,.485,.352,.742,31.9,21.7,3.7,3.6,1986-87,m/maxweve01
22,FLORIDA,33,1214,230,515,58,147,148,207,,138,142,61,3,92,63,666,.447,.395,.715,36.8,20.2,4.2,4.3,1987-88,m/maxweve01
,,130,4194,921,1995,103,275,505,706,,482,386,206,21,311,299,2450,.462,.375,.715,32.3,18.8,3.7,3.0,Career,m/maxweve01
19,UNC,34,663,112,215,1,3,67,101,,183,34,37,14,66,105,292,.521,.333,.663,19.5,8.6,5.4,1.0,1989-90,l/lynchge01
20,UNC,35,912,172,329,7,10,85,135,,258,41,49,15,86,91,436,.523,.700,.630,26.1,12.5,7.4,1.2,1990-91,l/lynchge01
21,UNC,33,982,192,356,1,8,74,114,,291,86,66,10,77,105,459,.539,.125,.649,29.8,13.9,8.8,2.6,1991-92,l/lynchge01
22,UNC,38,1148,235,469,2,11,88,132,,365,72,89,21,89,85,560,.501,.182,.667,30.2,14.7,9.6,1.9,1992-93,l/lynchge01
,,140,3705,711,1369,11,32,314,482,,1097,233,241,60,318,386,1747,.519,.344,.651,26.5,12.5,7.8,1.7,Career,l/lynchge01
19,COLORADO,38,847,101,174,12,35,42,76,106,297,33,51,42,44,112,256,.580,.343,.553,22.3,6.7,7.8,0.9,2010-11,r/roberan03
20,COLORADO,36,1087,149,292,19,50,102,166,111,401,42,46,67,65,85,419,.510,.380,.614,30.2,11.6,11.1,1.2,2011-12,r/roberan03
21,COLORADO,31,1036,132,275,19,58,54,98,92,347,44,67,41,74,77,337,.480,.328,.551,33.4,10.9,11.2,1.4,2012-13,r/roberan03
,,105,2970,382,741,50,143,198,340,309,1045,119,164,150,183,274,1012,.516,.350,.582,28.3,9.6,10.0,1.1,Career,r/roberan03
18,NEBRASKA,29,420,56,108,,,24,34,,84,22,6,20,39,72,136,.519,,.706,14.5,4.7,2.9,0.8,1987-88,k/kingri01
19,NEBRASKA,33,771,136,235,,,91,139,,195,53,24,50,79,124,363,.579,,.655,23.4,11.0,5.9,1.6,1988-89,k/kingri01
20,NEBRASKA,28,809,170,305,,,110,158,,208,58,13,45,68,76,450,.557,,.696,28.9,16.1,7.4,2.1,1989-90,k/kingri01
21,NEBRASKA,34,928,202,353,2,5,120,179,,274,90,23,68,87,87,526,.572,.400,.670,27.3,15.5,8.1,2.6,1990-91,k/kingri01
,,124,2928,564,1001,2,5,345,510,,761,223,66,183,273,359,1475,.563,.400,.676,23.6,11.9,6.1,1.8,Career,k/kingri01
21,MIAMIFL,25,803,137,287,,,84,152,,241,,10,45,82,54,358,.477,,.553,32.1,14.3,9.6,,1986-87,h/horfoti01
22,MIAMIFL,30,963,176,326,,,73,126,,271,33,12,80,106,78,425,.540,,.579,32.1,14.2,9.0,1.1,1987-88,h/horfoti01
,,55,1766,313,613,,,157,278,,512,33,22,125,188,132,783,.511,,.565,32.1,14.2,9.3,1.1,Career,h/horfoti01
18,CINCY,35,732,117,212,0,0,48,82,,237,3,24,52,,,282,.552,,.585,20.9,8.1,6.8,0.1,2001-02,m/maxieja01
19,CINCY,29,879,129,290,0,1,86,128,,195,13,13,43,,,344,.445,.000,.672,30.3,11.9,6.7,0.4,2002-03,m/maxieja01
20,CINCY,32,915,152,304,0,1,130,191,,222,43,21,66,,,434,.500,.000,.681,28.6,13.6,6.9,1.3,2003-04,m/maxieja01
21,CINCY,33,1037,164,302,2,5,176,273,,254,28,33,90,,,506,.543,.400,.645,31.4,15.3,7.7,0.8,2004-05,m/maxieja01
,,129,3563,562,1108,2,7,440,674,,908,87,91,251,,,1566,.507,.286,.653,27.6,12.1,7.0,0.7,Career,m/maxieja01
19,UNC,32,324,43,104,2,5,23,31,36,69,6,8,2,24,35,111,.413,.400,.742,10.1,3.5,2.2,0.2,2009-10,w/weartr01
21,UCLA,30,786,137,257,3,7,68,86,86,178,13,21,36,34,73,345,.533,.429,.791,26.2,11.5,5.9,0.4,2011-12,w/weartr01
22,UCLA,32,923,140,284,4,13,66,81,51,167,17,23,33,44,85,350,.493,.308,.815,28.8,10.9,5.2,0.5,2012-13,w/weartr01
23,UCLA,34,812,105,198,11,25,25,30,33,108,49,25,23,13,104,246,.530,.440,.833,23.9,7.2,3.2,1.4,2013-14,w/weartr01
,,128,2845,425,843,20,50,182,228,206,522,85,77,94,115,297,1052,.504,.400,.798,22.2,8.2,4.1,0.7,Career,w/weartr01
19,KANSAS,28,492,73,129,0,0,53,79,55,148,12,5,37,28,57,199,.566,,.671,17.6,7.1,5.3,0.4,2014-15,a/alexacl01
,,28,492,73,129,0,0,53,79,55,148,12,5,37,28,57,199,.566,,.671,17.6,7.1,5.3,0.4,Career,a/alexacl01
19,SWTEXAS,26,340,31,70,1,1,19,39,,108,19,9,17,24,65,82,.443,1.000,.487,13.1,3.2,4.2,0.7,1995-96,f/fosteje01
20,SWTEXAS,29,637,87,170,3,3,71,110,,222,25,23,38,54,91,248,.512,1.000,.645,22.0,8.6,7.7,0.9,1996-97,f/fosteje01
21,SWTEXAS,28,816,140,263,0,0,77,126,,285,44,37,29,61,102,357,.532,,.611,29.1,12.8,10.2,1.6,1997-98,f/fosteje01
22,SWTEXAS,28,787,142,285,0,0,113,163,,316,43,30,27,57,85,397,.498,,.693,28.1,14.2,11.3,1.5,1998-99,f/fosteje01
,,111,2580,400,788,4,4,280,438,,931,131,99,111,196,343,1084,.508,1.000,.639,23.2,9.8,8.4,1.2,Career,f/fosteje01
18,CLEMSON,30,304,44,97,7,25,22,38,34,55,7,10,20,13,26,117,.454,.280,.579,10.1,3.9,1.8,0.2,2011-12,m/mcdankj01
19,CLEMSON,28,771,109,252,32,96,54,79,50,140,21,32,58,44,62,304,.433,.333,.684,27.5,10.9,5.0,0.8,2012-13,m/mcdankj01
20,CLEMSON,36,1212,209,455,42,138,154,183,86,255,57,41,100,83,80,614,.459,.304,.842,33.7,17.1,7.1,1.6,2013-14,m/mcdankj01
,,94,2287,362,804,81,259,230,300,170,450,85,83,178,140,168,1035,.450,.313,.767,24.3,11.0,4.8,0.9,Career,m/mcdankj01
18,WEBERST,31,,119,274,49,131,69,82,,120,89,33,6,70,,356,.434,.374,.841,,11.5,3.9,2.9,2008-09,l/lillada01
19,WEBERST,31,1062,185,429,84,214,163,191,11,125,112,35,4,74,58,617,.431,.393,.853,34.3,19.9,4.0,3.6,2009-10,l/lillada01
20,WEBERST,10,285,49,112,19,55,60,70,6,38,33,14,2,28,23,177,.438,.345,.857,28.5,17.7,3.8,3.3,2010-11,l/lillada01
21,WEBERST,32,1105,231,495,94,230,228,257,17,161,128,47,7,74,62,784,.467,.409,.887,34.5,24.5,5.0,4.0,2011-12,l/lillada01
,,104,2452,584,1310,246,630,520,600,34,444,362,129,19,246,143,1934,.446,.390,.867,33.6,18.6,4.3,3.5,Career,l/lillada01
19,WAKE,15,52,6,14,5,10,4,5,,7,2,3,0,1,4,21,.429,.500,.800,3.5,1.4,0.5,0.1,1992-93,l/larueru01
20,WAKE,28,350,46,108,36,80,3,5,,41,10,15,1,16,35,131,.426,.450,.600,12.5,4.7,1.5,0.4,1993-94,l/larueru01
21,WAKE,32,634,67,159,45,118,13,14,,62,29,20,1,23,37,192,.421,.381,.929,19.8,6.0,1.9,0.9,1994-95,l/larueru01
22,WAKE,32,979,107,221,65,140,44,50,,96,62,28,3,51,51,323,.484,.464,.880,30.6,10.1,3.0,1.9,1995-96,l/larueru01
,,107,2015,226,502,151,348,64,74,,206,103,66,5,91,127,667,.450,.434,.865,18.8,6.2,1.9,1.0,Career,l/larueru01
18,SETONHALL,31,1005,113,311,47,156,44,63,,103,169,37,2,,,317,.363,.301,.698,32.4,10.2,3.3,5.5,2000-01,b/barrean01
19,SETONHALL,30,1035,164,414,68,198,110,146,,108,151,47,2,,,506,.396,.343,.753,34.5,16.9,3.6,5.0,2001-02,b/barrean01
20,SETONHALL,30,1137,162,374,56,152,122,146,,115,159,45,4,,,502,.433,.368,.836,37.9,16.7,3.8,5.3,2002-03,b/barrean01
21,SETONHALL,31,1119,187,411,73,190,89,117,,120,183,44,3,,,536,.455,.384,.761,36.1,17.3,3.9,5.9,2003-04,b/barrean01
,,122,4296,626,1510,244,696,365,472,,446,662,173,11,,,1861,.415,.351,.773,35.2,15.3,3.7,5.4,Career,b/barrean01
17,UCLA,27,,83,131,,,28,38,,90,,,,,,194,.634,,.737,,7.2,3.3,,1973-74,j/johnsma01
18,UCLA,29,,138,254,,,59,86,,205,,,,,,335,.543,,.686,,11.6,7.1,,1974-75,j/johnsma01
19,UCLA,32,1165,223,413,,,106,140,,301,,,,,,552,.540,,.757,36.4,17.3,9.4,,1975-76,j/johnsma01
20,UCLA,27,1004,244,413,,,90,145,,301,,,,,,578,.591,,.621,37.2,21.4,11.1,,1976-77,j/johnsma01
,,115,2169,688,1211,,,283,409,,897,,,,,,1659,.568,,.692,36.8,14.4,7.8,,Career,j/johnsma01
18,COLORADO,30,907,172,320,19,54,149,193,58,150,53,35,12,58,74,512,.538,.352,.772,30.2,17.1,5.0,1.8,2009-10,b/burksal01
19,COLORADO,38,1193,251,535,28,96,249,302,91,247,112,41,12,99,89,779,.469,.292,.825,31.4,20.5,6.5,2.9,2010-11,b/burksal01
